paper_id;label;title;author;journal;volume;number;pages;year;doi;abstract;search_duplicated;n_duplicates;screened_abstracts_SD;notes_SD;screened_abstracts_JMGS;notes_JMGS;resolution_discussion;screened_final;notes_final
GNM_235;Zhao2016708;Nested dissection solver for transport in 3D nano-electronic devices;Zhao, Y. and Hetmaniuk, U. and Patil, S.R. and Qi, J. and Anantram, M.P.;Journal of Computational Electronics;15;2;708-720;2016;10.1007/s10825-015-0778-x;The hierarchical Schur complement method (HSC) and the HSC-extension have significantly accelerated the evaluation of the retarded Greenâ€™s function, particularly the lesser Greenâ€™s function, for two-dimensional nanoscale devices. In this work, the HSC-extension is applied to determine the solution of non-equilibrium Greenâ€™s functions on three-dimensional nanoscale devices. The operation count for the HSC-extension is analyzed for a cuboid device. When a cubic device is discretized with NÃ— NÃ— N grid points, the state-of-the-art recursive Green function (RGF) algorithm takes O(N7) operations, whereas the HSC-extension only requires O(N6) operations. Operation counts and runtimes are also studied for three-dimensional nanoscale devices of practical interest: a graphene-boron nitride-graphene multilayer system, a silicon nanowire, and a DNA molecule. The numerical experiments indicate that the cost for the HSC-extension is proportional to the solution of one linear system (or one LU-factorization) and that the runtime speed-ups over RGF exceed three orders of magnitude when simulating realistic devices, such as a graphene-boron nitride-graphene multilayer system with 40,000 atoms. Â© 2015, Springer Science+Business Media New York.;232;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_238;Zhu20163439;Effect of Guiqi Dihuang Tang on the treatment of sensorineural deafness with cochlear stem cells;Zhu, H.Q. and Zhang, J.F. and Chen, Y.D. and Xu, Z.;Chinese Journal of Tissue Engineering Research;20;23;3439-3444;2016;10.3969/j.issn.2095-4344.2016.23.014;BACKGROUND: Combining Chinese medicine with stem cell transplantation opens up a new avenue for the use of traditional Chinese medicine in the stem cell transplantation. It is expected to improve survival and differentiation of cochlear stem cells into hair cells through Chinese medicine interventions. OBJECTIVE: To observe the influence of Guiqi Dihuang Tang on the treatment of sensorineural deafness with cochlear stem cells. METHODS: Guinea pigs with sensorineural deafness were randomly assigned into three groups: combined group intervened with cochlear stem cell suspension with medicated serum, cell transplantation group with cochlear stem cell suspension, and blank control group with normal saline injection. At 7, 28 and 56 days after treatment, all guinea pigs were detected for auditory brainstem response and immunofluorescent observation. RESULTS AND CONCLUSION: Nestin positive cells and MyosinVIIA positive cells were observed in the combined and cell transplantation groups, and the number of positive cells was higher in the combined group than the cell transplantation group. Auditory brainstem response threshold of guinea pigs was decreased in the combined and cell transplantation groups, and the recovery of hearing was better in the former group. These findings indicate that the intervention of Guiqi Dihuang Tang can remarkably improve the survival rate of transplanted stem cells and the differentiation ratio of transplanted cells into hair cells.;234;1;excluded;Out of field;excluded;Ouf of field;;excluded;Out of field
GNM_244;Ravella2015928;Adult neural precursor cells form connexin-dependent networks that improve their survival;Ravella, A. and Ringstedt, T. and Brion, J.-P. and Pandolfo, M. and Herlenius, E.;NeuroReport;26;15;928-936;2015;10.1097/WNR.0000000000000451;"Establishment of cellular networks and calcium homeostasis are essential for embryonic stem cell proliferation and differentiation. We also hypothesized that adult neural progenitor cells form functional cellular networks relevant for their development. We isolated neuronal progenitor cells from the subventricular zone of 5-week-old mice to investigate the role of gap junctions, calcium homeostasis, and cellular networks in cell differentiation and survival. Western blotting and reverse transcription-PCR showed that the cells expressed the gap junction components connexin 26, 36, 43, and 45, and that expression of connexin 43 increased in early (8 days) differentiated cells. Transmission electron microscopy and immunocytochemistry also indicated that gap junctions were present. Scrape-loading experiments showed dye transfer between cells that could be prevented by gapjunction blockers; thus, functional intercellular gap junctions had been established. However, dye transfer was four times stronger in differentiated cultures, correlating with the increased connexin 43 expression. During timelapse calcium imaging, both differentiated and undifferentiated cultures showed spontaneous calcium activity that was reduced by gap junction blockers. Crosscorrelation analysis of the calcium recordings showed that the cells were interconnected through gap junctions and that the early-differentiated cells were organized in smallworld networks. Gap junction blockers did not affect proliferation and differentiation, but resulted in twice as many apoptotic cells. mRNAi knockdown of connexin 43 also doubled the number of apoptotic cells. We conclude that adult neural progenitor cells form networks in vitro that are strengthened during early differentiation by increased expression of connexin 43. The networks are functional and improve cell survival. Copyright Â© 2015 Wolters Kluwer Health, Inc. All rights reserved.";239;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_249;Han2015599;Grazing and watering alter plant phenological processes in a desert steppe community;Han, J. and Chen, J. and Xia, J. and Li, L.;Plant Ecology;216;4;599-613;2015;10.1007/s11258-015-0462-z;Phenology is well recognized as one of the most sensitive indicators of environmental change. Previous studies have focused on flowering phenology with few efforts given to the phenological successes and vegetative processes. Additionally, grazing is often characterized as a driver for community evolutionary processes, while precipitation is known as the most important abiotic cue in arid regions. Given this knowledge, we installed a nested experiment in a desert steppe to explore the coupled effects of grazing and watering on plant speciesâ€™ reproductive successes and phenological timing in 2012â€“2013. We found that grazing increased the proportion of non-flowering individuals, with a greater proportion in 2013 than that in 2012. It decreased species richness and changed the habitat preferences in both years, and watering also reduced the richness in both years. Grazing also delayed the phenological timing for some dominant species and significantly delayed the green-up timing (5.67Â days) and shortened the growing season length (GSL) in both 2012 (7.74Â days) and 2013 (4.71Â days). The application of watering, however, delayed some dominant speciesâ€™ timingâ€”including the browning timing of five dominate species ranging from 9.57Â days in 2013 to 1.93Â days in 2012â€”but it did not delay the speciesâ€™ green-up timing. This resulted in a significantly prolonged growing season in 2013 (8.58Â days). The high soil water and optimal soil temperature in the spring of 2013 contributed to an earlier green-up time (6.1Â days) than in 2012. Â© 2015, Springer Science+Business Media Dordrecht.;244;1;excluded;Not birds;excluded;"Not birds 
";;excluded;Not birds
GNM_250;Belkind.Gerson2015870;Colitis induces enteric neurogenesis through a 5-HT4-dependent mechanism;Belkind-Gerson, J. and Hotta, R. and Nagy, N. and Thomas, A.R. and Graham, H. and Cheng, L. and Solorzano, J. and Nguyen, D. and Kamionek, M. and Dietrich, J. and Cherayil, B.J. and Goldstein, A.M.;Inflammatory Bowel Diseases;21;4;870-878;2015;10.1097/MIB.0000000000000326;Background: The intestine is known to contain enteric neuronal progenitors, but their precise identity and the mechanisms that activate them remain unknown. Based on the evidence for the neurogenic role of serotonin (5-HT) in the postnatal gut and the observation of enteric neuronal hyperplasia in inflammatory bowel disease, we hypothesized that colitis induces a neurogenic response through 5-HT 4 receptor signaling. Methods: We examined the effects of 5-HT 4 agonism on colonic neurogenesis and gliogenesis in vitro and in vivo in adult mice using dextran sodium sulfate to experimentally induce colitis. Results: In vitro, 5-HT 4 agonism led to increased neuronal proliferation and density. Induction of experimental colitis in vivo similarly resulted in increased numbers of myenteric neurons, and this was inhibited by 5-HT 4 antagonism. Interestingly, both in vitro and in vivo, 5-HT 4 signaling increased glial cell proliferation but did not increase glial cell numbers, leading us to hypothesize that glia may give rise to neurons. After induction of colitis in normal, Nestin-GFP and Sox2-GFP transgenic mice, it was revealed that multiple glial markers (Sox2, Nestin, and CD49b) became strongly expressed by enteric neurons. Immunoselected enteric glia were found to give rise to neurons in culture, and this was inhibited in the presence of 5-HT 4 blockade. Finally, isolated glia gave rise to a neuronal network upon transplantation into aganglionic embryonic avian hindgut. Conclusions: These results show that colitis promotes enteric neurogenesis in the adult colon through a serotonin-dependent mechanism that drives glial cells to transdifferentiate into neurons. Copyright Â© 2015 Crohn's & Colitis Foundation of America, Inc.;245;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_251;Ma2015411;The effect of acori graminei Rhizoma and extract fractions on spatial memory and hippocampal neurogenesis in Amyloid Beta 1-42 injected mice;Ma, Y. and Tian, S. and Sun, L. and Yao, S. and Liang, Z. and Li, S. and Liu, J. and Zang, L. and Li, G.;CNS and Neurological Disorders - Drug Targets;14;3;411-420;2015;10.2174/1871527314666150225124348;Acori graminei Rhizoma (AGR), the dry rhizoma of Acorus gramineus Soland (Araceae), has been used as an Asian traditional herbal medicine against senile dementia, stroke, and cardiovascular disease. Previous studies have revealed neuroprotective effects of AGR on neuronal damage and learning impairment, while mostly focused on the effect of volatile oil fraction of AGR. This study aimed to investigate the neuroprotective effects of different extract fractions from AGR against Alzheimer disease-like symptoms induced by Amyloid Beta (AÃŸ) 1-42 intra-hippocampal injection. On day 7 after intra-hippocampal injection of saline or AÎ²1-42, spatial memory was assessed by the first Morris water maze, followed by 3-week intra-gastric administration of saline or water extract, volatile oil fraction, or defatted decoction fraction of AGR respectively. Mice were subsequently subjected to the second Morris water maze task. Levels of AÎ²1-42 and expressions of doublecortin and nestin in the hippocampus were examined using immunohistochemistry. Our results suggested that treatment with these different extract fractions from AGR could ameliorate cognitive impairment and down-regulate expressions of doublecortin and nestin in the hippocampus of AÎ²1-42 injected mice, in which water extract and volatile oil fractions were more effective in spatial memory than defatted decoction fraction. Â© 2015, (publisher). All rights reserved.;246;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_255;Castro.Caro2014537;Herbaceous ground cover reduces nest predation in olive groves;Castro-Caro, J.C. and Carpio, A.J. and Tortosa, F.S.;Bird Study;61;4;537-543;2014;10.1080/00063657.2014.961894;"Capsule Bare ground increases artificial nest predation in olive groves.Aims To assess the effect of different soil management regimes on nest predation rates in olive groves.Methods We performed nest predation experiments with artificial nests during the breeding season in 2013, in two areas of southern Spain. Each artificial nest (n = 300) contained three quail Coturnix eggs, two of which were unmanipulated and the third one was emptied and injected with plaster. Predators were identified by marks on eggs filled with plaster.Results Ground nests were significantly more depredated, irrespective of the presence of ground cover; tree nests were less depredated in fields with ground cover. There was a clear difference in nest predators of ground and tree nests. Rodents were the most frequent predators of tree nests.Conclusion Lower predation rates of tree nests in orchards with ground cover are probably linked to a change in the foraging behaviour of rodents, which in these more complex habitats might be restricted by rodents' own risk of predation. This study underscores the important role of agricultural practices in preserving farmland bird communities, particularly tree-nesting species, suggesting that for this group, implementation of ground cover in olive groves might enhance breeding success by reducing nest predation rates. Â© 2014 British Trust for Ornithology.";250;1;excluded;No green nest material;excluded;"No green nest material
";;excluded;No green nest material
GNM_257;Shwartz201482;Enhancing urban biodiversity and its influence on city-dwellers: An experiment;Shwartz, A. and TurbÃ©, A. and Simon, L. and Julliard, R.;Biological Conservation;171;NA;82-90;2014;10.1016/j.biocon.2014.01.009;Urbanization is presenting a growing problem for biodiversity conservation, notably by increasingly isolating over half of the world's population from the experience of nature. This separation of people from nature is an important environmental issue, as it could fundamentally influence the way people value nature and their willingness to conserve it. Here we provide the first experimental study that jointly explores how urban biodiversity can be enhanced and how these changes may influence some aspects of people-biodiversity interactions. We significantly increased the diversity of flowers, birds and pollinators in small public gardens (Paris, France) by providing additional resources (i.e., planting flower-meadows and placing nesting-boxes). Semi-structured interviews were conducted in situ with 1116 regular garden users before and after the manipulation. Close-ended questionnaires were completed exploring the respondents' biodiversity perception and their sensitivity to the changes in biodiversity. Our results highlight a people-biodiversity paradox between people's perceptions and biodiversity awareness. Respondents expressed a strong preference for a rich diversity of species (excluding insects) and related this diversity to their well-being in the gardens. However, they did not notice the diversity of species. Respondents underestimated species richness and only noticed the changes in native flower richness in those gardens where advertisement and public involvement were organized. More experimental interdisciplinary studies are needed to further explore the people-biodiversity interactions. This would help expose the role that urban biodiversity plays in people's daily life and the importance of this interaction for raising public support for general conservation policies. Â© 2014 Elsevier Ltd.;253;1;excluded;Not birds;excluded;Not birds;;excluded;Not birds
GNM_261;Li20141822;Postacute stromal cell-derived factor-1Î± expression promotes neurovascular recovery in ischemic mice;Li, Y. and Huang, J. and He, X. and Tang, G. and Tang, Y.-H. and Liu, Y. and Lin, X. and Lu, Y. and Yang, G.-Y. and Wang, Y.;Stroke;45;6;1822-1829;2014;10.1161/STROKEAHA.114.005078;Background and Purpose: Acute interventions of stroke are often challenged by a narrow treatment window. In this study, we explore treatments in the postacute phase of stroke with wider windows of opportunity. We investigated the effects of stromal cell-derived factor (SDF-1Î±) in neurovascular recovery during the postacute phase and downstream signaling pathways, underlying SDF-1Î±-mediated neurovascular recovery. METHODS-: Adult male Institute of Cancer Research (ICR) mice underwent middle cerebral artery occlusion. One week after middle cerebral artery occlusion, the animals received stereotactic injection of adenoassociated virus (AAV) carrying SDF-1Î± gene as treatment or AAV-green fluorescent protein as control and were monitored for 5 weeks. Neurobehavioral outcomes were evaluated, and brain atrophy was measured. Neurogenesis and angiogenesis were examined. The proliferation and migration of neural progenitor cells were evaluated. Downstream pathways of SDF-1Î± were investigated. Inflammatory response was monitored. RESULTS-: Neurobehavioral outcomes were improved, and brain atrophy was greatly reduced for â‰¤5 weeks in AAV-SDF-1Î± groups when compared with the control. SDF-1 receptor CXCR4 was upregulated and colocalized with neural and endothelial progenitor cells. The number of nestin and doublecortin/bromodeoxyuridine cells in the subventricular zone, doublecortin and neuron/bromodeoxyuridine cells in the perifocal region, and cluster of differentiation (CD)31 and bromodeoxyuridine/ CD31 microvessels are also significantly increased in AAV-SDF-1Î± groups. Administration of CXCR4 antagonist AMD3100 eliminated the beneficial effects of SDF-1Î±. SDF-1Î±/CXCR4 interaction activated AKT, extracellular signal-regulated kinases (ERK), and P38 mitogen-activated protein kinase (MAPK) signaling pathways but not the c-Jun N-terminal kinase (JNK) pathway. CONCLUSIONS-: SDF-1Î± promoted neurogenesis and angiogenesis during the postacute phase of ischemia without eliciting an inflammatory response. AAV-SDF-1Î± expression represents a promising avenue for ischemic stroke therapy with a wider treatment window. Â© 2014 American Heart Association, Inc.;257;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_269;Gegenbauer2012757;Uptake of ant-derived nitrogen in the myrmecophytic orchid Caularthron bilamellatum;Gegenbauer, C. and Mayer, V.E. and Zotz, G. and Richter, A.;Annals of Botany;110;4;757-766;2012;10.1093/aob/mcs140;Background and AimsMutualistic antplant associations are common in a variety of plant families. Some myrmecophytic plants, such as the epiphytic orchid Caularthron bilamellatum, actively form hollow structures that provide nesting space for ants (myrmecodomatia), despite a substantial loss of water-storage tissue. This study aimed at assessing the ability of the orchid to take up nitrogen from ant-inhabited domatia as possible trade-off for the sacrifice of potential water storage capacity.MethodsNitrogen uptake capabilities and uptake kinetics of 15N-labelled compounds (NH 4+, urea and l-glutamine) were studied in field-grown Caularthron bilamellatum plants in a tropical moist forest in Panama. Plants were either labelled directly, by injecting substrates into the hollow pseudobulbs or indirectly, by labelling of the associated ants in situ.Key ResultsCaularthron bilamellatum plants were able to take up all tested inorganic and organic nitrogen forms through the inner surface of the pseudobulbs. Uptake of NH4+ and glutamine followed MichaelisMenten kinetics, but urea uptake was not saturable up to 2 mm. 15N-labelled compounds were rapidly translocated and incorporated into vegetative and reproductive structures. By labelling ants with 15N in situ, we were able to prove that ants transfer N to the plants under field conditions.ConclusionsBased on 15N labelling experiments we were able to demonstrate, for the first time, that a myrmecophytic orchid is capable of actively acquiring different forms of nitrogen from its domatia and that nutrient flux from ants to plants does indeed occur under natural conditions. This suggests that beyond anti-herbivore protection host plants benefit from ants by taking up nitrogen derived from ant debris. Â© 2012 The Author.;266;1;excluded;Not birds;excluded;Not birds;;excluded;Not birds
GNM_273;Millet2012490;Adult CNP::EGFP transgenic mouse shows pronounced hypomyelination and an increased vulnerability to cuprizone-induced demyelination;Millet, V. and Marder, M. and Pasquini, L.A.;Experimental Neurology;233;1;490-504;2012;10.1016/j.expneurol.2011.11.028;CNP::EGFP transgenic mice, genetically engineered to express the enhanced green fluorescent protein (EGFP) under the control of the 2-3-cyclic nucleotide 3-phosphodiesterase (CNPase) promoter in oligodendroglial and Schwann cells, constitute a very important and widely used tool for the study of oligodendrocyte (OLG) development and function in young mice. Our results showed that CNP::EGFP mice were significantly more susceptible to CPZ-induced demyelination, as evaluated by MBP immunostaining, oligodendroglial progenitor cell (OPC) recruitment and astroglial, microglial and nestin response. This enhanced vulnerability was a consequence of their hypomyelination. CNP::EGFP control mice also displayed a significant decrease in corpus callosum (CC) thickness and MBP immunoreactivity. Morphometric analysis further showed a significant decrease in the frequency of myelinated axons, myelin turns (lamellae) and g-ratio carried out in the optic nerve (ON) and CC of CNP::EGFP, as compared to WT mice. Moreover, our results showed a decrease in the number of axons of small caliber, concomitantly with an increase in the number of axons of bigger size with more and enlarged mitochondria, which suggests a high energy demand. These findings and those displaying that MBP+ cells and NF200 staining in the CNP::EGFP cortex were more sparsely distributed provide evidence of axonal loss, which was supported by a decreased number of NeuN+ cells in the CA3 fields of the hippocampus. Transgenic mice also showed an increase in microglial and astroglial activation, accompanied by enhanced lipid peroxidation and recruitment of morphologically altered OPC. Finally, CNPase protein levels proved to be lower than MBP in the CC, which might indicate an altered pattern in myelin proteins with a CNPase deficiency. Behavioral analysis of adult CNP::EGFP transgenic mice supported our results, as it revealed a decrease in locomotion, exploratory activity and motor impairment, as compared to their WT littermates. Our data highlight the relevance of confronting results obtained in adult CNP::EGFP mice with those observed in WT mice. According to our findings, CNP::EGFP hypomyelination might be triggered by the cellular stress induced by the high level of EGFP expression in mature OLG. Adult CNP::EGFP mice could be considered a useful tool to evaluate future therapies for demyelinating diseases such as multiple sclerosis (MS), since these animals present chronic demyelination with axonal degeneration, a characteristic of such pathologies. Â© 2011 Elsevier Inc..;271;1;excluded;Out of field;excluded;Ouf of field;;excluded;Out of field
GNM_274;Wen2011423;Upregulation of nestin protects podocytes from apoptosis induced by puromycin aminonucleoside;Wen, D. and You, L. and Zhang, Q. and Zhang, L. and Gu, Y. and Hao, C.-M. and Chen, J.;American Journal of Nephrology;34;5;423-434;2011;10.1159/000331701;Background: Nestin is an intermediate filament protein widely used as a marker of stem cells or progenitor cells. Nestin is also highly expressed in the glomerular podocyte, a type of terminally differentiated epithelial cell. Little is known about the significance of nestin in podocytes. Methods: Puromycin aminonucleoside (PAN) was injected into the rats to produce a PAN nephrosis model. Transmission electronic microscopy and terminal dUTP nick end-labeling assay were used to examine the podocyte foot process (FP) effacement and apoptosis, respectively. A mouse podocyte cell line was cultured and incubated with PAN. Immunoblot was used to examine the level of nestin expression both in vivo and in vitro. Enhanced green fluorescence protein-tagged plasmids containing nestin shRNA were transfected into the cultured podocytes to silence nestin expression. F-actin arrangement within cultured podocytes was investigated by immunofluorescence, while the apoptosis rate was examined by both Hoechst stain and flow cytometry. Results: In the PAN-induced rat nephrosis model, podocyte nestin expression was increased in the absence of apparent podocyte apoptosis, even though the FP was significantly effaced. In the cultured mouse podocytes, PAN upregulated nestin expression in a time-dependent manner within 24 h of treatment. Notably, no significant apoptosis occurred, however knocking down nestin expression resulted in a remarkable derangement of actin cytoskeleton and an increase in apoptosis in the cultured podocytes 24 h after being incubated with PAN. Conclusions: Upregulation of nestin expression during PAN nephrosis could protect podocytes from apoptosis and that this process is mediated by maintaining the regular arrangement of actin cytoskeleton. Copyright Â© 2011 S. Karger AG, Basel.;272;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_280;Dobeic2011285;Feral pigeon (columba livia) population management in Ljubljana [UreÄ‘ivanje populacije gradskih golubova (Columba livia) u Ljubljani];Dobeic, M. and PintariÄ�, S. and VlahoviÄ‡, K. and DovÄ�, A.;Veterinarski Arhiv;81;2;285-298;2011;NA;Results and critical standpoints regarding the actions of the feral pigeon (Columba livia) population management in Ljubljana were studied. The objective of the study was to evaluate the effi ciency of the methods used to manage and control the feral pigeon population in Ljubljana. The effectiveness of progesterone, ultrasound deterrent and artifi cial dovecots for egg collection was tested in order to evaluate different approaches to feral pigeon population management in Ljubljana. The most effective method of pigeon control was the use of contraceptives, since the number of pigeons in selected locations of the wider centre of Ljubljana decreased by 49.1% (P>0.05) in the period from 1999 to 2004. The method of ultrasound as a pigeon deterrent remains questionable, since no distinctive deterrent effects were established, even though pigeons in our experiment showed significant (P<0.001) signs of agitation when ultrasound was present in the tested area of the covered passage entrance to the urban land fill in Ljubljana. The method of pigeon nesting in 8 green plot and 2 house attic artificial dovecots, which we are investigating at present, seems to have great potential regarding the egg collecting and consequently the reduction of the number of feral pigeons, improving nesting hygiene and hobby feeding control. After a 10-month period, since the green plot dovecots were built, pigeons have already started to nest in 62% of the available nesting space, however eggs will not be collected until the dovecots are populated completely. The house attic dovecotes were only built recently, so they were still un-populated at the end of this study. We concluded that all the methods used may be only successful in the long term by implementing an integrated approach to pigeon control, specially supported by public information and education.;278;1;excluded;No green nest material;excluded;No green nest material;;excluded;No green nest material
GNM_286;Song20096667;Two-dimensional differentiation of neural stem cells induced by self-assembled hydrogel from IKVAV-containing peptide amphiphile;Song, Y.-L. and Zheng, Q.-X. and Wu, K. and Yin, M.;Journal of Clinical Rehabilitative Tissue Engineering Research;13;34;6667-6670;2009;10.3969/j.issn.1673-8225.2009.34.014;"BACKGROUND: Spinal cord matrix scaffold is a key factor in spinal cord tissue engineering. Currently, neither inorganic nor organic polymers are ideal scaffold materials for spinal cord tissue engineering. The polypeptide with active structure in humor or culture solution could form porous scaffold with coincident visco-elasticity with spinal cord, which may become excellent scaffold material for spinal cord tissue engineering. OBJECTIVE: Mouse neural stem cells (NSCs) were implanted in the surface of self-assembled hydrogel from IKVAV-containing peptide amphiphile (IKVAV-PA) to observe its influence on cell differentiation. DESIGN, TIME AND SETTING: Contrast observation at cellular level. The experiment was performed at the Laboratory of Orthopedics, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology from October to November 2006. MATERIALS: Polypeptide sequence C 16H31O-A3G4D2IKVAV (Mw = 1 438.31, purity=96.06%) was self-made. Neonatal mice were provided by the Experimental Animal Center of Tongji Medical College, Huazhong University of Science and Technology. METHODS: NSCs harvested from the cerebral cortex of neonatal mice were dissociated mechanically and cultivated in serum-free media; three-dimensional self-assembly hydrogel from 1wt% amphiphilic peptide was formed with addition of DMEM/F12. NSCs at density of 1Ã—108/L were respectively incubated in the surface of hydrogel (experimental group) and the coverslips covered with polylysine (control group) for two weeks, and were examined immunocytochemically. MAIN OUTCOME MEASURES: Isolated cells were immunohistochemically examined for nestin, neuron specific enolase (NSE) and glial fibrillary acidic protein (GFAP); hydrogel nanofiber morphology was observed. Expression of nestin, NSE and GFAP of the hydrogel surface was detected. RESULTS: The nestin-positive cells obtained were able to be differentiated into NSE-positive neurons and GFAP-positive glial cells; transmission electron microscope showed that the hydrogel was composed of nanofiber network, their diameter ranging from 3 to 6 nm and the length from 100 nm to 1.5 Î¼m; The cells had processes after seven days of incubation, and neurofilament-positive neuron-like cells labeled with red fluorescence and GFAP-positive glial-like cells with green fluorescence were found in experimental group. However, only undifferentiated nestin-positive neurospheres labeled with green fluorescence were found in control group. CONCLUSION: The three-dimensional self-assembled hydrogel from IKVAV-PA has good compatibility with NSCs, and capacity to induce NSCs to differentiate into neurons and glial cells.";287;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_287;Lindberg20092266;Oligodendrocyte progenitor cells can act as cell of origin for experimental glioma;Lindberg, N. and Kastemar, M. and Olofsson, T. and Smits, A. and Uhrbom, L.;Oncogene;28;23;2266-2275;2009;10.1038/onc.2009.76;Gliomas are primary brain tumors mainly affecting adults. The cellular origin is unknown. The recent identification of tumor-initiating cells in glioma, which share many similarities with normal neural stem cells, has suggested the cell of origin to be a transformed neural stem cell. In previous studies, using the RCAStv-a mouse model, platelet-derived growth factor B (PDGF-B)-induced gliomas have been generated from nestin or glial fibrillary acidic protein-expressing cells, markers of neural stem cells. To investigate if committed glial progenitor cells could be the cell of origin for glioma, we generated the Ctv-a mouse where tumor induction would be restricted to myelinating oligodendrocyte progenitor cells (OPCs) expressing 2â€²,3â€²-cyclic nucleotide 3â€²-phosphodiesterase. We showed that PDGF-B transfer to OPCs could induce gliomas with an incidence of 33. The majority of tumors resembled human WHO grade II oligodendroglioma based on close similarities in histopathology and expression of cellular markers. Thus, with the Ctv-a mouse we have showed that the cell of origin for glioma may be a committed glial progenitor cell. Â© 2009 Macmillan Publishers Limited.;288;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_288;Valkiunas20091512;Nested cytochrome B polymerase chain reaction diagnostics detect sporozoites of hemosporidian parasites in peripheral blood of naturally infected birds;Valkiunas, G. and Iezhova, T.A. and Loiseau, C. and Sehgal, R.N.M.;Journal of Parasitology;95;6;1512-1515;2009;10.1645/GE-2105.1;Some discrepancies between microscopy and PCR-based methods have been recently recorded in the diagnosis of Leucocytozoon spp. infection in naturally infected birds. To clarify this issue, blood samples from 109 yellow-whiskered greenbuls Andropadus latirostris were investigated using both the microscopic examination of blood films and a nested mitochondrial cytochrome b PCR. The overall prevalence of Leucocytozoon spp. infection was 4 after the standard microscopic examination and 17 using the PCR diagnostics. Samples from 9 randomly chosen birds that were microscopy negative, but PCR positive, were then examined microscopically by screening 2 entire blood films from each individual bird. Sporozoites of Leucocytozoon spp. were observed in 4 birds, and 1 gametocyte of the parasite was seen in each of 2 birds. We conclude that sensitive PCR-based diagnostics are able to detect extremely light parasitemias of circulating sporozoites and gametocytes of hemosporidian parasites. Because of the PCR detection of sporozoites of unknown fate in the peripheral circulation, conclusions regarding the distribution of hemosporidian lineages in wildlife should be made with caution. To be accepted as the lineages of successfully developing species of hemosporidians, such PCR-based information should be supported with the detection of blood stages of the parasites. The present study emphasizes the crucial need for a synthesis of information provided by the tools of traditional parasitology and molecular biology, particularly in field studies of blood parasites. Â© American Society of Parasitologists.;290;1;excluded;No green nest material;excluded;"No green nest material
";;excluded;No green nest material
GNM_291;Morales2008227;Pigment allocation to eggs decreases plasma antioxidants in a songbird;Morales, J. and Velando, A. and Moreno, J.;Behavioral Ecology and Sociobiology;63;2;227-233;2008;10.1007/s00265-008-0653-x;Although evidence is accumulating on the adaptive function of female ornamentation, very little is known about maternal allocation decisions involving sexual signaling and other reproductive functions. Blue egg coloration has been suggested as a sexually selected signal of female quality to males, and some recent studies are in accordance with this hypothesis. Blue eggshell coloration results from the deposition of biliverdin pigment by laying females, which is a potent antioxidant. Thus, egg pigmentation should be costly in terms of antioxidants, an assumption of the signaling hypothesis that has not been tested yet. We induced increased reproductive effort in a set of female pied flycatchers Ficedula hypoleuca through nest removal and measured egg pigmentation and plasma antioxidant levels in relation with a control group. Experimental females showed a negative association between egg color and plasma antioxidant levels, while there was no relationship for control birds. This supports that egg pigmentation is costly in terms of general antioxidant defenses and suggests a tradeoff between the allocations to both traits. Furthermore, experimental females with more colorful eggs raised more fledglings, especially when breeding early. Controls did not show a relationship between egg color and reproductive success. Females laying more colorful eggs could have shifted their allocation decisions towards current reproduction, at the expense of their own antioxidant defenses. Our results highlight that blue egg coloration is a life-history trait, subject to tradeoffs with other attributes, and seems to be especially informative under harsh breeding conditions. Â© 2008 Springer-Verlag.;293;1;excluded;No green nest material;excluded;"No green nest material
";;excluded;No green nest material
