"paper_id","label","title","author","journal","volume","number","pages","year","doi","abstract","search_duplicated","n_duplicates","screened_abstracts","notes"
"GNM_205","Guo20201274","Lentivirus-mediated microRNA-26a-modified neural stem cells improve brain injury in rats with cerebral palsy","Guo, Q. and Zhang, J. and Zheng, Z. and Li, X. and Wang, F. and Liu, S.","Journal of Cellular Physiology","235","2","1274-1286",2020,"10.1002/jcp.29043","This study is launched to investigate the effect of lentivirus-mediated microRNA-26a (miR-26a)-modified neural stem cells (NSCs) in brain injury in rats with cerebral palsy (CP). The successfully constructed miR-26a lentivirus expression vector and empty vector virus were used to modify NSCs. The model of CP with ischemia and anoxia was established in rats. NSCs and miR-26a-NSCs were stereoscopically injected into the cerebral cortex of the modeled rats, respectively. The survival and migration of NSCs infected with recombinant lentivirus expressing green fluorescence in vivo was observed under a light microscope. The neurobehavioral functions, morphology, and ultrastructure of cerebral cortex and hippocampus, apoptosis of brain cells, expression of apoptosis-related protein caspase-3 and Bax, together with the expression of the glial fibrillary acidic protein (GFAP) in cerebral cortex and hippocampus were determined. Expression of miR-26a in NSCs infected with plVTHM-miR-26a increased significantly. After NSCs transplantation, the neurobehavioral status of CP rats was improved, the degree of brain pathological injury was alleviated, the apoptotic index of cells in cerebral cortex and hippocampus and the expression of the apoptotic protein (caspase-3 and Bax) were decreased, the expression of GFAP were significantly decreased. After miR-26a-NSCs transplantation, these aforementioned results further improved or decreased. Our study suggests that miR-26a-modified NSCs mediated by lentivirus can improve brain injury, inhibit apoptosis of brain cells and activation of astrocytes in CP rats. Â© 2019 Wiley Periodicals, Inc.",204,1,"excluded","Not birds"
"GNM_266","Gwinner2013353","Male European starlings use odorous herbs as nest material to attract females and benefit nestlings","Gwinner, H.","Chemical Signals in Vertebrates 12",NA,NA,"353-362",2013,"10.1007/9781461459279","Male European starlings (Sturnus vulgaris) use odorous herbs as green nest material. They show these plants to females to catch their attention before they incorporate them into their nests. Nestlings reared in nests containing herbs carry fewer bacteria, have higher haematocrit levels and more basophile leucocytes, and have a higher fledging weight than those reared in nests without herbs. The incubation temperature is higher in nests with herbs than in herbless nests. Females are attracted by herb nests and herb nests provide energy-saving benefits to incubating females. In choice experiments, starlings employed olfaction to select nest herbs, using innate information and experience acquired as nestlings to identify odours. Measures of head space air in starling nest boxes revealed an increase of volatile substances during the nestlings phase. Manganese-enhanced resonance imaging of the olfactory bulb of starling showed that the neural correlates of olfactory sensitivity change seasonally. Starlings can only discriminate odours during the reproductive season. The association between odour perception and reproductive behaviour suggests that increased testosterone production, related to the increasing photoperiod in spring, may guide these seasonal changes. The size of the olfactory bulb but not its ability to discriminate was affected by testosterone implants in the non-reproductive season. Â© Springer Science+Business Media New York 2013.",263,1,"selected",""
"GNM_147","X.WOS.000224706100001","Does fresh vegetation protect avian nests from ectoparasites? An experiment with tree swallows","Dawson, RD","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE","82","7","1005-1010",2004,"10.1139/Z04-076","Some species of birds incorporate fresh green vegetation into their nests. The adaptive significance of this behaviour, however, is unclear. The ``nest protection hypothesis{''} suggests that volatile chemicals contained in green plants reduce populations of nest-dwelling ectoparasites. I tested this hypothesis with tree swallows, Tachycineta bicolor (Vieillot, 1808), a species that has large infestations of ectoparasites in its nests. I experimentally added green leaves of yarrow (Achillea millefolium L.) to nests and compared these nests to control nests. My results showed that nests with yarrow had significantly higher levels of infestation by fleas, and yarrow had no effect on the number of blow flies detected. There was no effect of yarrow on condition of parents, size of offspring, or the probability of nests fledging at least one young. I did, however, find that second-year (SY) females with yarrow added to their nests hatched significantly more eggs than control SY females. In addition, pairs with yarrow added to their nest were significantly less likely to suffer hatching failure and (or) brood reduction. These beneficial effects of yarrow cannot be explained by reductions in numbers of fleas or blow flies, and I suggest that these results may be due to reductions in numbers of other types of parasites not quantified in my study, such as flying insects or the diseases that they may vector. I discuss my findings for swallows in the context of results from previous studies of other species that habitually use green plant material such as yarrow in their nests.",147,2,"selected",""
"GNM_121","X.WOS.000269860700019","Aromatic plants in nests of the blue tit Cyanistes caeruleus protect chicks from bacteria","Mennerat, Adele and Mirleau, Pascal and Blondel, Jacques and Perret, Philippe and Lambrechts, Marcel M. and Heeb, Philipp","OECOLOGIA","161","4","849-855",2009,"10.1007/s00442-009-1418-6","Several bird species add fresh fragments of plants which are rich in volatile secondary compounds to their nests. It has been suggested, although never tested, that birds use fresh plants to limit the growth of nest microorganisms. On Corsica, blue tits (Cyanistes caeruleus) incorporate fresh fragments of aromatic plants into their nests. These plants do not reduce infestation by nest ectoparasites, but have been shown to improve growth and condition of chicks at fledging. To understand the mechanisms underlying such benefits, we experimentally tested the effects of these plants on the bacteria living on blue tits. Aromatic plants significantly affected the structure of bacterial communities, in particular reducing bacterial richness on nestlings. In addition, in this population where there is a strong association between bacterial density and infestation by blood-sucking Protocalliphora blow fly larvae, these plants reduced bacterial density on the most infested chicks. Aromatic plants had no significant effect on the bacteria living on adult blue tits. This study provides the first evidence that fresh plants brought to the nests by adult birds limit bacterial richness and density on their chicks.",121,2,"selected",""
"GNM_055","X.WOS.000506127100001","Land-sharing vs. land-sparing urban development modulate predator-prey interactions in Europe","Jokimaeki, Jukka and Suhonen, Jukka and Benedetti, Yanina and Diaz, Mario and Kaisanlahti-Jokimaeki, Marja-Liisa and Morelli, Federico and Perez-Contreras, Tomas and Rubio, Enrique and Sprau, Philipp and Tryjanowski, Piotr and Ibanez-Alamo, Juan Diego","ECOLOGICAL APPLICATIONS","30","3",NA,2020,"10.1002/eap.2049","Urban areas are expanding globally as a consequence of human population increases, with overall negative effects on biodiversity. To prevent the further loss of biodiversity, it is urgent to understand the mechanisms behind this loss to develop evidence-based sustainable solutions to preserve biodiversity in urban landscapes. The two extreme urban development types along a continuum, land-sparing (large, continuous green areas and high-density housing) and land-sharing (small, fragmented green areas and low-density housing) have been the recent focus of debates regarding the pattern of urban development. However, in this context, there is no information on the mechanisms behind the observed biodiversity changes. One of the main mechanisms proposed to explain urban biodiversity loss is the alteration of predator-prey interactions. Using ground-nesting birds as a model system and data from nine European cities, we experimentally tested the effects of these two extreme urban development types on artificial ground nest survival and whether nest survival correlates with the local abundance of ground-nesting birds and their nest predators. Nest survival (n = 554) was lower in land-sharing than in land-sparing urban areas. Nest survival decreased with increasing numbers of local predators (cats and corvids) and with nest visibility. Correspondingly, relative abundance of ground-nesting birds was greater in land-sparing than in land-sharing urban areas, though overall bird species richness was unaffected by the pattern of urban development. We provide the first evidence that predator-prey interactions differ between the two extreme urban development types. Changing interactions may explain the higher proportion of ground-nesting birds in land-sparing areas, and suggest a limitation of the land-sharing model. Nest predator control and the provision of more green-covered urban habitats may also improve conservation of sensitive birds in cities. Our findings provide information on how to further expand our cities without severe loss of urban-sensitive species and give support for land-sparing over land-sharing urban development.",55,1,"excluded","No green nest material"
"GNM_035","Keer2002456","Salt marsh canopy architecture differs with the number and composition of species","Keer, G.H. and Zedler, J.B.","Ecological Applications","12","2","456-473",2002,"10.1890/1051-0761(2002)012[0456:SMCADW]2.0.CO;2","In response to the debate about how ecosystem functions are affected by species richness vs. species composition, we explored canopy architecture (plant cover, height, and layering) in three contexts: a reference marsh, a field experiment, and a greenhouse experiment. Species-rich canopies (five or more species) in the reference marsh were taller and had more (13 vs. 7) layers than monotypes of Salicornia virginica, although both had 100% cover. Cover and layering were greater for three- and six-species plots than for one-species plots in both the field experiment (70 2 x 2 m plots, eight herbaceous halophytes) and greenhouse (same treatments). Cover (80-95%) and heights were similar among field experimental treatments after two growing seasons (18 mo after planting seedlings in April 1997). In years 3-4, heights (âˆ¼0.5 m) and cover (âˆ¼100%) were similar to those of the 1998 reference marsh data, but only 1-3 canopy layers had developed. Species effects became evident when assemblages were replicated in the greenhouse. The eight one-species treatments differed in cover, height, and layering, and complementary traits produced more layers in multispecies canopies than monotypes. Within the three- and six-species canopies, attributes were similar for most assemblages, but there was a slight height effect with S. virginica, as in the field. In general, the effects of individual species were best distinguished by heights, and species-richness effects by layering. Of relevance to the larger diversity debate is our finding that the attribute examined influenced perceptions of the importance of species number vs. species composition. To apply our results, managers would assess height and layering, not just vegetation cover. Salt marsh restorationists would establish species-rich assemblages in newly graded sites to accelerate the development of canopy height and layering. Monitoring efforts would continue until canopy architecture matches that of reference systems (>4 yr for Californian marshes planted on coarse, nutrient-poor soils). Finally, research on wildlife habitat quality (e.g., nesting potential for the endangered Belding's Savannah Sparrow [Passerculus sandwichensis beldingi]) would determine critical levels of canopy layering and height for nesting, feeding, and perching to defend territories.",35,2,"excluded","Not birds"
"GNM_031","X.WOS.000226980800001","Management of genetically modified herbicide-tolerant sugar beet for spring and autumn environmental benefit","May, MJ and Champion, GT and Dewar, AM and Qi, AM and Pidgeon, JD","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","272","1559","111-119",2005,"10.1098/rspb.2004.2948","When used in genetically modified herbicide-tolerant (GMHT) crops, glyphosate provides great flexibility to manipulate weed populations with consequences for invertebrates and higher trophic levels, for example birds. A range of timings of band and overall spray treatments of glyphosate to GMHT sugar beet were compared with a conventional weed control programme in four field trials over 2 years. Single overall sprays applied between 200 and 250 accumulated day degrees (above a base air temperature of 3degreesC; degreesCd) and band applied treatments applied at 10\% or 20\% ground cover within the crop rows generally gave significantly greater weed biomass and seed rain than conventional treatments, while later band sprays (more than 650degreesCd) reduced seed return. Two overall sprays of glyphosate produced low weed biomass and generally lowest seed return of all treatments but tended to give some of the highest yields. However, the early overall sprays (200-250degreesCd) and band sprays gave as good or better yields than the conventional and were generally equivalent to the two overall-spray programme. Viable seeds in the soil after the experiment were generally higher following the early overall (200-250degreesCd) and the band spray treatments than following the conventional. The results show that altered management of GMHT sugar beet can provide alternative scenarios to those of the recent Farm Scale Evaluation trials. Without yield loss they can enhance weed seed banks and autumn bird food availability compared with conventional management, or provide early season benefits to invertebrates and nesting birds, depending on the system chosen. Conventional weed control does not have the flexibility to enable these scenarios that benefit both agriculture and environment, although there may be some options for increasing weed seed return in autumn.",31,2,"excluded","Not birds"
"GNM_209","Yule2020","When an enemy of an enemy is not a friend: Tri-trophic interactions between kÄ�kÄ�, puriri moths and makomako trees","Yule, K.J. and Burns, K.C.","New Zealand Journal of Ecology","44","1",NA,2020,"10.20417/nzjecol.44.4","Predators can indirectly structure local plant communities by altering the diversity and behaviour of herbivores. These â€˜trophic cascadesâ€™ can be seriously disrupted by the local extinction of top predators. They can also be restored by the subsequent re-introduction of top predators by conservationists. Here, we investigated trophic cascades involving kÄ�kÄ�, puriri moths and their host trees. New Zealand kÄ�kÄ� (Nestor meridionalis, Nestoridae) are large parrots that were extirpated from most of its range in the 20th century. Unlike most other parrots, kÄ�kÄ� forage primarily by digging through the vascular cambium of trees in search of wood-boring insects. They regularly consume puriri moths (Aenetus virescens, Hepialidae), a giant species of ghost moth whose larvae tunnel into the heartwood of trees for protection. Puriri moths are host specific and frequently attack makomako (Aristotelia serrata, Elaeocarpaceae), a sub-canopy tree species. We conducted a field experiment in Zealandia, a nature reserve to which kÄ�kÄ� were reintroduced over a decade ago, to test the hypothesis that kÄ�kÄ� would increase tree fitness by removing larval parasites (i.e. herbivores). Contrary to our expectations, results revealed an additive, negative effect of both the predator (kÄ�kÄ�) and parasite (puriri moths) on plant fitness. Therefore, the tri-trophic interactions restored by the reintroduction of kÄ�kÄ� into Zealandia appear to be unique, as the actions of the predator decreased fruit and flower production, rather than increasing plant fitness, as typically reported for trophic cascades. Â© 2020 New Zealand Ecological Society.",57,1,"excluded","Not birds"
"GNM_284","Naeem2010233","Arthropod communities in different agroforesty landscapes","Naeem, M. and Compton, S.G. and Shah, H.","Pakistan Journal of Zoology","42","3","233-240",2010,NA,"The responses of arthropod communities to an agroforestry landscape was studied at the Leeds University Field Station (Bramham), in northern England. The experimental design consisted of tree rows (containing four species of furniture timber trees, hazel bushes and grass alleys between the tree rows), forestry plots (comprising three species of timber trees and hazel bushes) and natural woodlots (consisting of mostly pine and beech trees). Forty tree sparrow nest-boxes with guards were constructed to study the structure of this model community. The material used for nest construction was determined based on a used tree sparrow nest obtained from a hedge at the field station. Numbers of arthropods found in tree rows were significantly higher compared to both the forest plots and woodlots. Similarly, the number of green lacewings, flies and beetles were all significantly higher in the tree rows than the forestry plots and woodlots. However, no significant difference between the varying resources of artificial nesting materials was found in total fauna. The common earwigs, Forficula auricularia were attacked by a tachinid fly, Triarthria. setipennis. The rate of parasitism was 43%. This tachinid fly was further parasitised by two hymenopteran, the pteromalids, Dibrachys. cavus and D. boarmiae. There were no significant differences observed between the brood sizes of the tachinid hyperparasitoids. Copyright 2010 Zoological Society of Pakistan.",283,1,"excluded","Not birds"
"GNM_274","Wen2011423","Upregulation of nestin protects podocytes from apoptosis induced by puromycin aminonucleoside","Wen, D. and You, L. and Zhang, Q. and Zhang, L. and Gu, Y. and Hao, C.-M. and Chen, J.","American Journal of Nephrology","34","5","423-434",2011,"10.1159/000331701","Background: Nestin is an intermediate filament protein widely used as a marker of stem cells or progenitor cells. Nestin is also highly expressed in the glomerular podocyte, a type of terminally differentiated epithelial cell. Little is known about the significance of nestin in podocytes. Methods: Puromycin aminonucleoside (PAN) was injected into the rats to produce a PAN nephrosis model. Transmission electronic microscopy and terminal dUTP nick end-labeling assay were used to examine the podocyte foot process (FP) effacement and apoptosis, respectively. A mouse podocyte cell line was cultured and incubated with PAN. Immunoblot was used to examine the level of nestin expression both in vivo and in vitro. Enhanced green fluorescence protein-tagged plasmids containing nestin shRNA were transfected into the cultured podocytes to silence nestin expression. F-actin arrangement within cultured podocytes was investigated by immunofluorescence, while the apoptosis rate was examined by both Hoechst stain and flow cytometry. Results: In the PAN-induced rat nephrosis model, podocyte nestin expression was increased in the absence of apparent podocyte apoptosis, even though the FP was significantly effaced. In the cultured mouse podocytes, PAN upregulated nestin expression in a time-dependent manner within 24 h of treatment. Notably, no significant apoptosis occurred, however knocking down nestin expression resulted in a remarkable derangement of actin cytoskeleton and an increase in apoptosis in the cultured podocytes 24 h after being incubated with PAN. Conclusions: Upregulation of nestin expression during PAN nephrosis could protect podocytes from apoptosis and that this process is mediated by maintaining the regular arrangement of actin cytoskeleton. Copyright Â© 2011 S. Karger AG, Basel.",272,1,"excluded","Not birds"
"GNM_308","Purcell200533","Changing fire regimes and the avifauna of California oak woodlands","Purcell, K.L. and Stephens, S.L.","Studies in Avian Biology",NA,"30","33-45",2005,NA,"Natural and anthropogenic fire once played an important role in oak woodlands of California. Although lightning-ignited fires were infrequent, the California Indians used fire to modify oak woodland vegetation for at least 3,000 yr. These high-frequency, low-intensity fires likely resulted in little mortality of mature oaks, low but continuous tree recruitment, an open understory, and a fine-grained mosaic of vegetation patches. Following settlement by Europeans in the mid-1800s, ranchers burned to reduce shrub cover and to increase grassland area and forage production; surface fires were common with average fire-return intervals of 8-15 yr. Fire suppression, begun in the 1940s to 1950s, led to increases in surface and crown fuels, invasion of woody vegetation in the understory, and increased tree density. In the absence of demonstrated fire effects on oak woodland birds, we used changes in vegetation structure expected to result from fire and fire suppression to predict the response of oak woodland birds to fire and fire suppression based on nesting habitat of 17 common oak woodland species breeding at the San Joaquin Experimental Range, Madera County, California. Our results suggest that populations of Western Kingbirds (Tyrannus verticalis), Western Bluebirds (Sialia mexicana), and Violet-green Swallows (Tachycineta thalassina), would increase in abundance following fire, because they consistently nested in habitat similar to that expected to result from frequent, low-intensity fire. The species predicted to respond negatively to changes resulting from fire differed among the variables examined. If fire produces a mosaic of habitat patches rather than a homogeneous landscape, we expect that the differing habitat needs of most species will be provided for. As with fire, the most obvious change resulting from excluding livestock was an increase in shrub cover. The question naturally arises to what extent livestock grazing creates habitat similar to that created by historical fire, but this question remains unstudied. More fire-history research is needed to understand past fire regimes of oak woodlands and the effects of fire, including prescribed fire, on the vegetation and the bird community. The effects of grazing and the extent to which grazing mimics fire clearly require more study. We encourage others to test our hypotheses regarding responses of birds to variables expected to be altered by fire: shrub cover, tree density, and numbers of snags, saplings, and logs. Finally, we need to test our working hypothesis that a mosaic of habitat patches will provide the habitat conditions needed to sustain the high avian diversity characteristic of oak woodlands.",311,1,"excluded","Not empirical"
"GNM_191","Lahti2021","Analysis of Egg Variation and Foreign Egg Rejection in RÃ¼ppellâ€™s Weaver (Ploceus galbula)","Lahti, D.C.","Frontiers in Ecology and Evolution","9",NA,NA,2021,"10.3389/fevo.2021.734126","Egg appearance is notable for its variation and as a source of recognition cues in bird species that are subject to egg-mimicking brood parasitism. Here I analyze the egg appearance of an East African weaverbird species that has variable eggs and is a host of brood parasitism by an egg-mimicking cuckoo, in order to (1) compare population variation to variation within a clutch as a measure of the distinctiveness of eggs; (2) assess modularity versus correlation among egg appearance traits as an indication of the complexity of egg signatures; and (3) address whether the eggs are discretely polymorphic or continuously variable in appearance. I also compare three methods of assessing egg coloration: reduction of spectral data to orthogonal components, targeted spectral shape variables, and avian visual modeling. Then I report the results of egg replacement experiments that assess the relationship between egg rejection behavior and the difference in appearance between own and foreign eggs. RÃ¼ppellâ€™s weaver (Ploceus galbula) eggs are variable in appearance between individuals and consistent within a clutch, but vary widely in the distinctiveness of particular traits. Most aspects of color and spotting are decoupled from each other, including coloration likely to derive from different pigments. Egg ground color is bimodal, with a broad continuous class of off-white/UV eggs and another broad class of blue-green eggs. Variation in all other traits is unimodal and usually normal in distribution. Females reject foreign eggs on the basis of the difference in brightness of the ground color and spotting of foreign eggs relative to their own, and the difference in degree to which spots are aggregated at the broad end of the egg. This aggregation is among the most distinctive features of their eggs, but the brightness of the ground color and spotting brightness are not; the birdsâ€™ use of brightness rather than the more distinctive chromatic variation to recognize eggs might reflect the salience of achromatic contrast in a dim enclosed nest. Â© Copyright Â© 2021 Lahti.",47,1,"excluded","No green nest material"
"GNM_347","Hockin1992253","Examination of the effects of disturbance on birds with reference to its importance in ecological assessments","Hockin, D. and Ounsted, M. and Gorman, M. and Hill, D. and Keller, V. and Barker, M.A.","Journal of Environmental Management","36","4","253-286",1992,"10.1016/S0301-4797(08)80002-3","National, European and International legislation regarding the conservation of species and habitats requires professional statements to be made in respect of land use change, as, for example, illustrated by developments. Some developments may cause disturbance to wildlife. Knowledge of the way in which species respond to disturbance has been fragmented, yet is an important consideration in environmental impact assessments. This paper reviews what is known about disturbance factors on the best studied group, birds. A set of extensive appendices summarize the literature on disturbance effects on breeding, breeding success, nest-site choice, population density, community structure, distribution and habitat use. The paper considers human-induced disturbance, public access, water-based recreation, shooting and industrial developments. Mitigation measures are discussed. Human-induced disturbance can have a significant negative effect on breeding success by causing nest abandonment and increased predation. Outside the breeding season, recreation (particularly power boating, sailing and coarse fishing on wetlands) reduces the use of sites by birds. Compensatory feeding at night by some species can probably recoup some of the energy losses caused by disturbance. Public and vehicular access to open landscapes has been shown negatively to affect grazing geese in winter and lowland and upland waders during breeding. Shooting disturbance has been shown to be most important for herbivore feeders which need to spend long periods of the day feeding in order to maintain their energy balance, e.g. wigeon. The provision of refuges devoid of shooting has been fundamental in attracting wildfowl away from non-refuge sites. The response of birds to scaring devices and other control measures is discussed. Effects from industrial developments include direct loss of habitat, disturbance through the presence of humans during the construction process and the presence of artificial light used to illuminate construction sites. On estuaries, engineering operations should avoid the proximity to established roost sites of wading birds. A number of studies showed increased vigilance (and hence reduced feeding time) in flock members feeding near structures which impede their vision of the approach of potential predators. A number of principal management techniques used to reduce disturbance on a site, or to attempt to compensate for habitat loss, are given. For wetland sites, these include excavating new shallow lagoons and grading bank sides, flooding of low-lying pasture, reducing salinity levels in coastal lagoons thereby making them more attractive to the birds' food invertebrates, manipulating water levels to expose mud regularly and creating feeding areas for geese and wigeon, using manipulative livestock grazing. Also used are increasing nesting cover, planting macrophytes, providing islands, spits and promontories, purchasing more land to make a refuge bigger, concealing observers with banks and screens, zoning activities and prohibiting access and avoiding the obstruction of flyways between feeding and roosting areas. Â© 1992, Academic Press Limited. All rights reserved.",351,1,"excluded","Not empirical"
"GNM_157","X.WOS.000176564400009","Paternal care and male mate-attraction effort in the European starling is adjusted to clutch size","Komdeur, J and Wiersma, P and Magrath, M","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","269","1497","1253-1261",2002,"10.1098/rspb.2002.1987","In facultative polygynous birds with biparental care, a trade-off may occur between male parental care and attraction of additional mates. If there is a cost associated with reduced male parental care, the relative benefit of mate attraction may be predicted to decrease as the size of a male's clutch or brood increases. We tested this prediction in monogamous pairs of facultatively polygynous European starlings (Sturnus vulgaris). The larger the clutch, the more time the male spent incubating and the less time he spent attracting an additional female (i.e. singing near and carrying green nesting material into adjacent empty nest-boxes). Reduced paternal incubation resulted in lower overall incubation (the female did not compensate) and lower hatching success. Immediately after experimental reduction of clutches, males spent significantly less time incubating and more time singing and carrying greenery, and vice versa for experimentally enlarged clutches. Males with experimentally reduced clutches attracted a second female more often than males with experimentally enlarged clutches. This is the first study, to our knowledge, to provide experimental evidence for an adjustment of paternal care and male mate-attraction effort to clutch size. However, a trade-off between paternal nestling provisioning and mate attraction was not revealed, probably due to the absence of unpaired females by that time in the breeding season. Experiments showed that the relative contribution of the male and female to nestling provisioning was unrelated to brood size.",157,2,"excluded","No green nest material"
"GNM_111","X.WOS.000290919800012","Feral pigeon (Columba livia) population management in Ljubljana","Dobeic, Martin and Pintaric, Stefan and Vlahovic, Ksenija and Dovc, Alenka","VETERINARSKI ARHIV","81","2","285-298",2011,NA,"Results and critical standpoints regarding the actions of the feral pigeon (Columba livia) population management in Ljubljana were studied. The objective of the study was to evaluate the efficiency of the methods used to manage and control the feral pigeon population in Ljubljana. The effectiveness of progesterone, ultrasound deterrent and artificial dovecots for egg collection was tested in order to evaluate different approaches to feral pigeon population management in Ljubljana. The most effective method of pigeon control was the use of contraceptives, since the number of pigeons in selected locations of the wider centre of Ljubljana decreased by 49.1\% (P>0.05) in the period from 1999 to 2004. The method of ultrasound as a pigeon deterrent remains questionable, since no distinctive deterrent effects were established, even though pigeons in our experiment showed significant (P<0.001) signs of agitation when ultrasound was present in the tested area of the covered passage entrance to the urban landfill in Ljubljana. The method of pigeon nesting in 8 green plot and 2 house attic artificial dovecots, which we are investigating at present, seems to have great potential regarding the egg collecting and consequently the reduction of the number of feral pigeons, improving nesting hygiene and hobby feeding control. After a 10-month period, since the green plot dovecots were built, pigeons have already started to nest in 62\% of the available nesting space, however eggs will not be collected until the dovecots are populated completely. The house attic dovecotes were only built recently, so they were still un-populated at the end of this study. We concluded that all the methods used may be only successful in the long term by implementing an integrated approach to pigeon control, specially supported by public information and education.",111,1,"excluded","Not empirical"
"GNM_300","Chang200742","Molecular cloning and expression of chicken neuropathy target esterase activity domain","Chang, P.-A. and Long, D.-X. and Wu, Y.-J.","Toxicology Letters","174","1-3","42-48",2007,"10.1016/j.toxlet.2007.08.011","Neuropathy target esterase (NTE) is recognized as the initial target during the process of organophosphate-induced delayed neuropathy (OPIDN). Adult hens are usually used as the animal model for experimental studies of OPIDN. However, the molecular cloning and characteristics of chicken NTE is unknown. On the basis of the predicted chicken NTE gene middle sequence and its 3â€²-end cDNA sequence, we cloned the gene sequence of chicken NTE activity domain (cNEST). The cloned cNEST gene is 1740 base pairs and encodes 579 amino acids, showing high identity with human and mouse NEST at amino acid level. The serine hydrolase signature motif GXSXG and the patatin domain were found in the cNEST sequence. Over-expression of cNEST tagged with enhanced green fluorescence protein (EGFP) in monkey kidney COS7 cells increased NTE activity significantly. The increased extent is similar to that in over-expression of hNEST cells. Moreover, over-expression of cNEST led to an accumulation of partial cNEST on the cytoplasmic surface of the endoplasmic reticulum. Partial cNEST located in the cytoplasm by comparing the distribution of cNEST and hNEST. After inhibition with different concentrations of mipafox for 60 min, the calculated I50 value was 4.95 Î¼M for COS7 cells over-expressing cNEST. These results firstly confirmed that the protein sequence, enzymatic activity, and cellular location of cNEST are very similar to that of hNEST at molecular level. The inhibition curve of mipafox on NTE activity of cNEST in mammalian cells was also reported here. Â© 2007 Elsevier Ireland Ltd. All rights reserved.",303,1,"excluded","No green nest material
(can it also be Not Birds?)"
"GNM_024","L.U.00C3..U.00B3.pez.Rull2009254","Do female spotless starlings Sturnus unicolor adjust maternal investment according to male attractiveness?","LÃ³pez-Rull, I. and Gil, D.","Journal of Avian Biology","40","3","254-262",2009,"10.1111/j.1600-048X.2009.04553.x","In birds, female egg allocation patterns have a strong influence in offspring development and differential investment in egg size and composition has been shown to respond to male attractiveness. In this study we experimentally manipulated the perceived attractiveness of male starlings Sturnus unicolor by increasing the amount of green material in some nests (a male courtship display in this species). We predicted that, if female investment before laying is related to male attractiveness, experimental females would increase their reproductive investment in response to the addition of plants in their nests when compared to control females. We found that our manipulation caused variations in female reproductive investment in a way that seems to influence offspring quantity but not offspring quality: Females laid larger clutch sizes but not larger eggs when green plant material was added. However, yolk androgens contents were not related to the experimental manipulation. Contrary to expectations, females breeding in experimental nests laid eggs with smaller amounts of eggshell pigments. Interestingly, we found that eggs laid later in the sequence had higher testosterone levels and showed more intense egg colouration than eggs laid earlier in the sequence. These differences at the within-clutch level suggest that selection has favoured compensatory strategies for hatching asynchrony. Alternatively, since nest sabotages by other females are most common at the beginning of laying, this could be seen as female strategy to minimise losses due to nest sabotages. As far as we know, this is the first study to show that an external egg characteristic such as blue-green colouration reflects yolk androgen concentration. Â© 2009 Journal of Avian Biology.",24,2,"selected",""
"GNM_359","Burke198766","Experimental comparison of percutaneous vena caval devices: Titanium Greenfield filter versus bird's nest filter","Burke, P.E. and Michna, B.A. and Harvey, C.F. and Crute, S.L. and Sobel, M. and Greenfield, L.J.","Journal of Vascular Surgery","6","1","66-70",1987,"10.1067/mva.1987.avs0060066","A venous embolism model with autogenous thrombus was used for comparison of the functional properties of two new vena caval devices: a titanium Greenfield filter and the bird's nest filter. All nine Greenfield filters were correctly placed in the inferior vena cava and produced significant clot lysis of 81.3% Â± 16.3% (p < 0.001, paired t test). Difficulty was encountered in affixing the hooks of the bird's nest device into the vein wall and resulted in two filters not being inserted and two filters being placed too proximally. One set of hooked wires of another bird's nest device migrated to the right atrium despite correct insertion. Eight bird's nest devices allowed clot lysis of 83.4% Â± 17.7% (p < 0.001), paired t test) but thrombus size was increased in one case. The Greenfield and bird's nest filters have comparable effects on trapped emboli, but the bird's nest filter may be susceptible to thrombosis and occlusion under certain circumstances. The preshaped hooked wires of the bird's nest device may be difficult to insert and may allow proximal migration after a large thrombus was trapped. (J VASC SURG 1987;6:66-70.) Â© 1987, Society for Vascular Surgery and North American Chapter, International Society for Cardiovascular Surgery. All rights reserved.",363,1,"excluded","Out of field"
