Paper_ID,label,title,author,journal,volume,number,pages,year,doi,abstract,search_duplicated,n_duplicates,screened,notes
GNM_204,Kubota202083,Detection and molecular characterization of Cryptosporidium species in wild-caught pet spiny-tailed lizards,"Kubota, R. and Tokiwa, T. and Matsubara, K. and Okamoto, M. and Ike, K.",International Journal for Parasitology: Parasites and Wildlife,11,NA,83-87,2020,10.1016/j.ijppaw.2020.01.002,"Uromastyx is a genus of the herbivorous agamid lizards, also known as spiny-tailed lizards or mastigures, which are found in parts of Africa and the Middle East. Currently, several species of this genus are available in the international pet trade in Japan. In this study, two imported wild-caught spiny-tailed lizards (Arabian blue mastigure, Uromastyx ornata philbyi, and Sudan mastigure, Uromastyx dispar flavifasciata) were diagnosed with a Cryptosporidium (Apicomplexa: Cryptosporidiidae) infection based on the presence of the oocysts in the rectal feces using sucrose flotation and light microscopy examination at a local animal hospital in Tokyo, Japan. One of the lizards had died, and histopathological examination revealed enteritis with the Cryptosporidium parasite. Sequence analyses using the small subunit ribosomal RNA, actin, and 70-kDa heat shock protein genes indicated that the lizards had contracted a novel variant of C. avium that commonly infects avian species. Â© 2020 The Authors",202,1,excluded,Not birds
GNM_208,Reis2020,VPA/PLGA microfibers produced by coaxial electrospinning for the treatment of central nervous system injury,"Reis, K.P. and Sperling, L.E. and Teixeira, C. and Sommer, L. and Colombo, M. and Koester, L.S. and Pranke, P.",Brazilian Journal of Medical and Biological Research,53,4,NA,2020,10.1590/1414-431x20208993,"The central nervous system shows limited regenerative capacity after injury. Spinal cord injury (SCI) is a devastating traumatic injury resulting in loss of sensory, motor, and autonomic function distal from the level of injury. An appropriate combination of biomaterials and bioactive substances is currently thought to be a promising approach to treat this condition. Systemic administration of valproic acid (VPA) has been previously shown to promote functional recovery in animal models of SCI. In this study, VPA was encapsulated in poly(lactic-co-glycolic acid) (PLGA) microfibers by the coaxial electrospinning technique. Fibers showed continuous and cylindrical morphology, randomly oriented fibers, and compatible morphological and mechanical characteristics for application in SCI. Drug-release analysis indicated a rapid release of VPA during the first day of the in vitro test. The coaxial fibers containing VPA supported adhesion, viability, and proliferation of PC12 cells. In addition, the VPA/PLGA microfibers induced the reduction of PC12 cell viability, as has already been described in the literature. The biomaterials were implanted in rats after SCI. The groups that received the implants did not show increased functional recovery or tissue regeneration compared to the control. These results indicated the cytocompatibility of the VPA/PLGA core-shell microfibers and that it may be a promising approach to treat SCI when combined with other strategies. Â© 2020, Associacao Brasileira de Divulgacao Cientifica. All rights reserved.",207,1,excluded,Not birds
GNM_209,Yule2020,"When an enemy of an enemy is not a friend: Tri-trophic interactions between kÄ�kÄ�, puriri moths and makomako trees","Yule, K.J. and Burns, K.C.",New Zealand Journal of Ecology,44,1,NA,2020,10.20417/nzjecol.44.4,"Predators can indirectly structure local plant communities by altering the diversity and behaviour of herbivores. These â€˜trophic cascadesâ€™ can be seriously disrupted by the local extinction of top predators. They can also be restored by the subsequent re-introduction of top predators by conservationists. Here, we investigated trophic cascades involving kÄ�kÄ�, puriri moths and their host trees. New Zealand kÄ�kÄ� (Nestor meridionalis, Nestoridae) are large parrots that were extirpated from most of its range in the 20th century. Unlike most other parrots, kÄ�kÄ� forage primarily by digging through the vascular cambium of trees in search of wood-boring insects. They regularly consume puriri moths (Aenetus virescens, Hepialidae), a giant species of ghost moth whose larvae tunnel into the heartwood of trees for protection. Puriri moths are host specific and frequently attack makomako (Aristotelia serrata, Elaeocarpaceae), a sub-canopy tree species. We conducted a field experiment in Zealandia, a nature reserve to which kÄ�kÄ� were reintroduced over a decade ago, to test the hypothesis that kÄ�kÄ� would increase tree fitness by removing larval parasites (i.e. herbivores). Contrary to our expectations, results revealed an additive, negative effect of both the predator (kÄ�kÄ�) and parasite (puriri moths) on plant fitness. Therefore, the tri-trophic interactions restored by the reintroduction of kÄ�kÄ� into Zealandia appear to be unique, as the actions of the predator decreased fruit and flower production, rather than increasing plant fitness, as typically reported for trophic cascades. Â© 2020 New Zealand Ecological Society.",57,1,excluded,Not birds
GNM_210,Czerwi.U.00C5..U.201E.ski2020,The influence of bioactive mobile telephony radiation at the level of a plant community â€“ Possible mechanisms and indicators of the effects,"CzerwiÅ„ski, M. and Januszkiewicz, Å�. and Vian, A. and LÃ¡zaro, A.",Ecological Indicators,108,NA,NA,2020,10.1016/j.ecolind.2019.105683,"Environmental exposure to radiofrequency electromagnetic fields (RF-EMFs) from mobile telephony has rapidly increased in the last two decades and this trend is expected to continue. The effects of this exposure at plant community level are unknown and difficult to assess in a scientifically appropriate manner. Such an assessment can be scientifically adequate if a studied plant community is completely new and control-impact radiation treatment is used. In this review we aimed to predict ecological effects and identify indicators of the impact of bioactive RF-EMFs at the mobile telephony frequency range on plant communities. We considered the scenario where a plant community was exposed to radiation generated by a base transmitting station antenna mounted on a nearby mast. This plant community can be represented by mesic meadow, ruderal or arable weed community, or other herbaceous, moderately productive vegetation type. We concentrated primarily on radiation effects that can be recorded for a year since the exposure started. To predict them we used physical theories of radiowave propagation in vegetation and the knowledge on plants physiological responses to RF-EMF. Our indicators can be used for the detection of the impact of RF-EMFs on vegetation in a control-impact experiment. The identified indicators can be classified into the following groups: (1) canopy parameters; (2) plant characteristics to be measured in the field or laboratory in a number of individuals that represent the populations of selected species; (3) community weighted means/medians (CWMs) of plant traits and strategies; (4) the abundance of other organisms that interact with plants and can influence their fitness or population size. The group of canopy parameters includes mean height, vertical vegetation structure and dry weight of above-ground standing phytomass. Plant characteristics requiring biometric sampling in the field are plant height, the number of fruits and seeds, as well as seed viability. The group of plant traits that are calculated as CWMs covers seed releasing height, seed dispersal mode, SLA, leaf orientation, month of germination and flowering, Ellenberg's light indicator value, and the proportion of individuals in the classes of competitors and stress tolerators according to Grime's CSR strategy scheme. The group of â€œnon-plantâ€� indicators includes primarily the frequency of flower visits by beetles, wasps, hoverflies, and bees that have their nests over ground. To detect ecological responses that occur for the first year since a herbaceous community has been exposed to potentially bioactive RF-EMF, the first two indicators groups should be used. Â© 2019 Elsevier Ltd",56,1,excluded,Not birds
GNM_212,Cimadom201993,Weed management increases the detrimental effect of an invasive parasite on arboreal Darwin's finches,"Cimadom, A. and JÃ¤ger, H. and Schulze, C.H. and Hood-Nowotny, R. and Wappl, C. and Tebbich, S.",Biological Conservation,233,NA,93-101,2019,10.1016/j.biocon.2019.02.025,"The detrimental effects of invasive parasites on hosts often increase under poor environmental conditions. Both natural fluctuations in environmental conditions and habitat management measures can temporarily cause adverse environmental effects. In this study, we investigated the interaction between the invasive parasitic fly Philornis downsi, control of invasive plants and precipitation on the breeding success of Darwin's finches. Introduced plant species have invaded a unique forest on the Galapagos island of Santa Cruz, which is a key habitat for Darwin's finches. The Galapagos National Park Directorate applies manual control and herbicides to combat this invasion. We hypothesized that these measures led to a reduction in the arthropod food supply during chick rearing, which in turn caused mortality in chicks that were already weakened by parasitism. We compared food availability in three study sites of varying degrees of weed management. To assess the interaction of parasitism and weed management, we experimentally reduced P. downsi abundance in nests in all three study sites. The key result suggests that there is an increase in the adverse effect of parasitism under unfavourable habitat conditions. As predicted, we found a negative additive effect of parasitism and weed management on the breeding success of the insectivorous warbler finch (Certhidea olivacea), but not on the omnivorous small tree finch (Camarhynchus parvulus), which was strongly affected by parasitism independently of weed management. Management measures can temporarily decrease environmental quality and reduce resistance/tolerance to invasive species. This should be considered when applying management measures to habitats of vulnerable species. Â© 2019 The Authors",209,1,excluded,no green nest material
GNM_216,Singh2018288,Differential distribution of phytoplasma during phyllody progression in sesame (Sesamum indicum L.) under field conditions - An important consideration for effective sampling of diseased tissue,"Singh, V. and Kumar, S. and Lakhanpaul, S.",Crop Protection,110,NA,288-294,2018,10.1016/j.cropro.2017.01.016,"Phytoplasmas are wall-less plant pathogenic bacteria that are transmitted through sap-feeding insects. Phytoplasma colonization in the host plant has been shown to depend on the affecting phytoplasma group and the properties of the host plant. Such studies on phytoplasma colonization are scanty in the agriculturally important annuals that are suffering severe yield losses worldwide. In this regard, the oilseed crop â€˜sesameâ€™ which is a common annual host of phytoplasma and generally shows symptoms of phyllody on infection, was selected for the study. Vegetative tissues were collected from progressive stages of sesame phyllody from pre/post-blooming infection. Phytoplasma was initially detected using nested-PCR and transmission electron microscopy. A TaqMan based qPCR assay was then performed to detect and understand the in planta distribution of phytoplasma in sesame under field conditions. Results revealed a wide range of phytoplasma titer across the organs of phyllody affected sesame plants i.e. 22 cells to 4.2 Ã— 107 cells/Î¼g plant DNA. The lowest titer was observed in the roots, whereas the maximum number of phytoplasma cells was observed in the leaves. Phytoplasma concentration positively correlated with disease severity during the initial three stages of disease progression; however, a decline was observed at a later stage. In addition, significant variation was observed in the upper and lower plant parts,and the pattern showed a reversal with respect to early and late stages of disease. The study indicates that the lower plant parts of sesame are advantageous for phytoplasma detection at early stages. However, for experiments with pre-requisite of high phytoplasma abundance, leaves from later stages of phyllody will be beneficial. The outcomes will prove useful in effective sampling of sesame tissues for research and quarantine purposes. To our knowledge, this is the first comprehensive report of the in planta distribution of phytoplasma in an annual indeterminate crop plant. Â© 2017 Elsevier Ltd",213,1,excluded,Not birds
GNM_218,Gwinner2018,â€˜Green incubationâ€™: Avian offspring benefit from aromatic nest herbs through improved parental incubation behaviour,"Gwinner, H. and Capilla-Lasheras, P. and Cooper, C. and Helm, B.",Proceedings of the Royal Society B: Biological Sciences,285,1880,NA,2018,10.1098/rspb.2018.0376,"Development of avian embryos requires thermal energy, usually from parents. Parents may, however, trade off catering for embryonic requirements against their own need to forage through intermittent incubation. This dynamically adjusted behaviour can be affected by properties of the nest. Here, we experimentally showa novel mechanism by which parents, through incorporation of aromatic herbs into nests, effectively modify their incubation behaviour to the benefit of their offspring. Our study species, the European starling, includes in its nest aromatic herbs which promote offspring fitness. We provided wild starlings with artificial nests including or excluding the typically selected fresh herbs and found strong support for our prediction of facilitated incubation. Herb effects were not explained by thermal changes of the nests per se, but by modified parental behaviours. Egg temperatures and nest attendancewere higher in herb than herbless nests, egg temperatures dropped less frequently below critical thresholds and parents started their active day earlier. These effects were dynamic over time and particularly strong during early incubation. Incubation period was shorter in herb nests, and nestlings were heavier one week after hatching. Aromatic herbs hence influenced incubation in beneficial ways for offspring, possibly through pharmacological effects on incubating parents. Â© 2018 The Author(s) Published by the Royal Society. All rights reserved.",215,1,selected,
GNM_219,Murphy2018361,Restoration of Cordgrass Salt Marshes: Limited Effects of Organic Matter Additions on Nitrogen Fixation,"Murphy, J.L. and Boyer, K.E. and Carpenter, E.J.",Wetlands,38,2,361-371,2018,10.1007/s13157-017-0973-6,"The extensive loss of tidal marsh habitat surrounding the San Francisco Bay has led to numerous restoration projects to restore ecosystem function. Native cordgrass (Spartina foliosa) is important for sediment accumulation and nesting habitat for endangered California Ridgwayâ€™s Rail (Rallus obsoletus obsoletus), and because salt marshes are typically nitrogen-limited ecosystems, previous restoration studies in California have used nitrogen fertilizers to increase plant growth. This study compared the use of two low-nitrogen, high-carbon fertilizers (Macrosystis pyrifera (kelp) and sodium alginate) to stimulate N2-fixing bacteria inhabiting the S. foliosa rhizosphere in a historic and recently restored marsh in San Francisco Bay. Alginate increased N2-fixation, though there was no observed S. foliosa growth response. Kelp suppressed N2-fixation, and increased the foliar nitrogen content of Salicornia pacifica in mixed Spartina-Salicornia stands. The restored marsh had less than 0.5Â Î¼M phosphate in porewaters, suggesting phosphorus, not nitrogen, limits S. foliosa growth in this marsh. Alginate increased rates of N2-fixation and may promote plant growth in marshes exhibiting nitrogen limitation. Phosphate limitation was a surprise considering numerous previous studies indicate nitrogen as the primary limiting nutrient of tidal marsh plants. We recommend first assessing nutrient stoichiometry when considering manipulations to promote plant growth in restored marshes. Â© 2017, Society of Wetland Scientists.",216,1,excluded,Not birds
GNM_220,Cusimano2018,Selective killing of spinal cord neural stem cells impairs locomotor recovery in a mouse model of spinal cord injury,"Cusimano, M. and Brambilla, E. and Capotondo, A. and De Feo, D. and Tomasso, A. and Comi, G. and D'Adamo, P. and Muzio, L. and Martino, G.",Journal of Neuroinflammation,15,1,NA,2018,10.1186/s12974-018-1085-9,"Background: Spinal cord injury (SCI) is a devastating condition mainly deriving from a traumatic damage of the spinal cord (SC). Immune cells and endogenous SC-neural stem cells (SC-NSCs) play a critical role in wound healing processes, although both are ineffective to completely restore tissue functioning. The role of SC-NSCs in SCI and, in particular, whether such cells can interplay with the immune response are poorly investigated issues, although mechanisms governing such interactions might open new avenues to develop novel therapeutic approaches. Methods: We used two transgenic mouse lines to trace as well as to kill SC-NSCs in mice receiving SCI. We used Nestin CreERT2 mice to trace SC-NSCs descendants in the spinal cord of mice subjected to SCI. While mice carrying the suicide gene thymidine kinase (TK) along with the GFP reporter, under the control of the Nestin promoter regions (Nestin TK mice) were used to label and selectively kill SC-NSCs. Results: We found that SC-NSCs are capable to self-activate after SCI. In addition, a significant worsening of clinical and pathological features of SCI was observed in the Nestin TK mice, upon selective ablation of SC-NSCs before the injury induction. Finally, mice lacking in SC-NSCs and receiving SCI displayed reduced levels of different neurotrophic factors in the SC and significantly higher number of M1-like myeloid cells. Conclusion: Our data show that SC-NSCs undergo cell proliferation in response to traumatic spinal cord injury. Mice lacking SC-NSCs display overt microglia activation and exaggerate expression of pro-inflammatory cytokines. The absence of SC-NSCs impaired functional recovery as well as neuronal and oligodendrocyte cell survival. Collectively our data indicate that SC-NSCs can interact with microglia/macrophages modulating their activation/responses and that such interaction is importantly involved in mechanisms leading tissue recovery. Â© 2018 The Author(s).",217,1,excluded,Not birds
GNM_221,Coyle2018190,A review of soft Rush Juncus effusus management for breeding waders,"Coyle, H.E. and Whitehead, S.C. and Baines, D.",Wader Study,125,3,190-194,2018,10.18194/WS.00123,"Severe declines in wading birds, including Northern Lapwing Vanellus vanellus, Eurasian Curlew Numenius arquata and Redshank Tringa totanus, have been described in recent decades. Declines are often attributed to low breeding success, with agricultural intensification and increased clutch predation quoted as causal factors. Conservation measures to improve breeding habitat have included raising water tables and creating a more diverse sward structure. The latter is often achieved by managing the encroachment of Soft Rush Juncus effusus. We review the literature on wader breeding habitat and consider how rush may be best managed to improve sward structure for waders. Rushes can provide cover for both nests and chicks, but, depending on species-specific requirements, may, if too dense, reduce both nesting and foraging opportunities. Rushes can be managed mechanically by cutting, chemically using herbicides, or by manipulating the timing and intensity of grazing by livestock. For cutting to have maximal effect on reduction of rush biomass and regrowth, the cut should be as short as possible and repeated or combined with livestock grazing, especially that by native breeds. However, some areas of rush should either be left uncut or regrowth timed to offer foraging and sheltering opportunities for waders. The optimal size and pattern of such areas, together with rush regrowth rates following treatment requires further research. Herbicides should only be applied using a weed wiper that allows precise application, thus avoiding impacting upon non-target vegetation and possible run-off into water sources. Sward management should be conducted outside the period April to June to avoid disrupting breeding birds. Â© 2019, International Wader Study Group, All right reserved.",218,1,excluded,Not birds
GNM_231,deGroot2016256,Differential short-term response of functional groups to a change in forest management in a temperate forest,"de Groot, M. and Eler, K. and FlajÅ¡man, K. and Grebenc, T. and MarinÅ¡ek, A. and Kutnar, L.",Forest Ecology and Management,376,NA,256-264,2016,10.1016/j.foreco.2016.06.025,"Forests have high biodiversity, but are under threat worldwide. Sustainable forest management such as close-to-nature silviculture is needed. In this context forest management practices should be tested in regard to biodiversity. Therefore, we investigated the influence of gap formation and logging intensity on different functional groups in a close-to-nature managed fir-beech forest. Plots were selected in three areas in the Dinaric Mountains in Slovenia. In every area, nine plots were selected per area, of which three were established as control plots, three were treated with 50% logging and three with 100% logging. In every plot, the species of different functional groups were observed: ectomycorrhizal fungi, ferns, graminoids, forbs, hoverflies, carabid beetles and birds. For each of these groups, the species richness, species assemblage dissimilarity and indicator species were calculated for the different treatments. Ectomycorrhizal fungi and birds both responded to high logging intensity with a sharp decrease in the number of species; however, the results for ectomycorrhizal fungi were highly nested, while some additional bird species appeared. Graminoids and forbs were positively affected by logging intensity and saw increases in the number of species. Forbs had an almost completely new species assemblage compared to the forest species assemblages. Hoverflies were most favored by 50% logging, as these plots contained species from open areas and forest. Ferns and carabid beetles did not exhibit a response to different logging intensities. The number of indicator species was highly affected by the total number of species of the groups. However, which treatment they indicated was independent of the species richness but varied strongly per species group. The variability in responses shows that functional groups react differently to logging intensities, and the use of more functional groups improved the detection of changes due to logging. Fifty percent removal of the growing stock retained the diversity of most of the studied groups. The association of the group to vegetation structure, host species specificity or abiotic factors made them more responsive to the change associated with retention logging. The results are discussed in the context of forest management implications in regard to biodiversity. Â© 2016 Elsevier B.V.",228,1,excluded,Not birds
GNM_234,Dobbs2016899,Naturalized habitat on golf courses: source or sink for natural enemies and conservation biological control?,"Dobbs, E.K. and Potter, D.A.",Urban Ecosystems,19,2,899-914,2016,10.1007/s11252-015-0521-1,"Many golf courses are converting out-of-play areas to meadow-like habitat to reduce mowing, irrigation, and chemical inputs. Such naturalized roughs, which often constitute 50Â % or more of a courseâ€™s total acreage, support biodiversity by providing habitat for pollinators and other wildlife. This study explored the hypothesis that they also serve as reservoirs of invertebrate natural enemies whose services extend to suppress pests in adjacent mowed turf. We used vacuum sampling, pitfall traps, and ant baits to compare arthropod populations in grassland or meadow-type naturalized roughs and traditional mowed roughs at two courses, and tested for spillover of biological control using sentinel eggs or larvae of a grass-feeding caterpillar exposed near or farther from naturalized areas into mowed turf. Although some natural enemies (e.g., spiders) were more abundant in naturalized roughs, we saw no direct spillover of predation which was quite high regardless of habitat type. Most likely that is because ground-nesting ants (Lasius, Solenopsis, and Pheidole spp.), which are dominant predators in this system, were equally or more abundant in the mowed turfgrass. Herbivorous insects, too, were more abundant in naturalized roughs, so prey availability may discourage solitary ground-dwelling predators from leaving those refuges to forage in mowed areas. There was no parasitism of sentinel eggs or larvae in our trials. Despite absence of direct spillover of predation, we argue that naturalized roughs might be more purposely designed and managed to promote parasitoids, insectivorous birds, and other enemies that provide diffuse biological control services elsewhere on the course. Â© 2016, Springer Science+Business Media New York.",231,1,excluded,Not birds
GNM_237,Ruiz.Castellano2016,Nest material shapes eggs bacterial environment,"Ruiz-Castellano, C. and TomÃ¡s, G. and Ruiz-RodrÃ­guez, M. and MartÃ­n-GÃ¡lvez, D. and Soler, J.J.",PLoS ONE,11,2,NA,2016,10.1371/journal.pone.0148894,"Selective pressures imposed by pathogenic microorganisms to embryos have selected in hosts for a battery of antimicrobial lines of defenses that includes physical and chemical barriers. Due to the antimicrobial properties of volatile compounds of green plants and of chemicals of feather degrading bacteria, the use of aromatic plants and feathers for nest building has been suggested as one of these barriers. However, experimental evidence suggesting such effects is scarce in the literature. During two consecutive years, we explored experimentally the effects of these nest materials on loads of different groups of bacteria (mesophilic bacteria, Enterobacteriaceae, Staphylococcus and Enterococcus) of eggshells in nests of spotless starlings (Sturnus unicolor) at the beginning and at the end of the incubation period. This was also explored in artificial nests without incubation activity. We also experimentally increased bacterial density of eggs in natural and artificial nests and explored the effects of nest lining treatments on eggshell bacterial load. Support for the hypothetical antimicrobial function of nest materials was mainly detected for the year and location with larger average values of eggshell bacterial density. The beneficial effects of feathers and plants were more easily detected in artificial nests with no incubation activity, suggesting an active role of incubation against bacterial colonization of eggshells. Pigmented and unpigmented feathers reduced eggshell bacterial load in starling nests and artificial nest boxes. Results from artificial nests allowed us to discuss and discard alternative scenarios explaining the detected association, particularly those related to the possible sexual role of feathers and aromatic plants in starling nests. All these results considered together confirm the antimicrobial functionality mainly of feathers but also of plants used as nest materials, and highlight the importance of temporally and geographically environmental variation associated with risk of bacterial proliferation determining the strength of such effects. Because of costs associated to nest building, birds should adjust nest building effort to expected bacterial environments during incubation, a prediction that should be further explored. Â© 2016 Ruiz-Castellano et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",15,1,selected,
GNM_242,Machado.Ferreira2015269,Transgene expression in tick cells using Agrobacterium tumefaciens,"Machado-Ferreira, E. and BalsemÃ£o-Pires, E. and Dietrich, G. and Hojgaard, A. and Vizzoni, V.F. and Scoles, G. and Bell-Sakyi, L. and Piesman, J. and Zeidner, N.S. and Soares, C.A.G.",Experimental and Applied Acarology,67,2,269-287,2015,10.1007/s10493-015-9949-5,"Ticks transmit infectious agents to humans and other animals. Genetic manipulation of vectors like ticks could enhance the development of alternative disease control strategies. Transgene expression using the phytopathogen Agrobacterium tumefaciens has been shown to promote the genetic modification of non-plant cells. In the present work we developed T-DNA constructs for A. tumefaciens to mediate transgene expression in HeLa cells as well as Rhipicephalus microplus tick cells. Translational fusions eGfp:eGfp or Salp15:eGfp, including the enhanced-green fluorescent protein and the Ixodes scapularis salivary factor SALP15 genes, were constructed using the CaMV 35S (cauliflower mosaic virus) promoter, â€œPBmâ€� tick promoter (R. microplus pyrethroid metabolizing esterase gene) or the Simian Virus SV40 promoter. Confocal microscopy, RT-PCR and Western-blot assays demonstrated transgene(s) expression in both cell lines. Transgene expression was also achieved in vivo, in both R. microplus and I. scapularis larvae utilizing a soaking method including the A. tumefaciens donor cells and confirmed by nested-RT-PCR showing eGfp or Salp15 poly-A-mRNA(s). This strategy opens up a new avenue to express exogenous genes in ticks and represents a potential breakthrough for the study of tick-host pathophysiology. Â© 2015, Springer International Publishing Switzerland.",237,1,excluded,Not birds
GNM_254,Bottcher2014621,"Consumption of lipid-rich seed arils improves larval development in a Neotropical primarily carnivorous ant, Odontomachus chelifer (Ponerinae)","Bottcher, C. and Oliveira, P.S.",Journal of Tropical Ecology,30,6,621-624,2014,10.1017/S0266467414000479,"Odontomachus chelifer ants collect fallen arillate seeds of Cabralea canjerana (Meliaceae), a bird-dispersed tree of the Atlantic rain forest. In the nest the larvae are fed with the lipid-rich aril, and the viable seed is discarded. Benefits from secondary seed dispersal by ants are well documented for tropical plants, but benefits to ants from consuming vertebrate-dispersed diaspores are uncertain. Twelve captive colonies of O. chelifer were used to investigate the effect of aril consumption on larval development. Treatment colonies were supplemented with 1 g of C. canjerana arils, whereas control colonies were supplemented with 1 g of synthetic diet. Egg and larval production did not differ between experimental colonies after 5 mo. Aril-fed larvae, however, grew 3.5 times larger than those in control colonies. Essential fatty acids in the arils possibly account for improved larval development. Consumption of lipid-rich arils may be critical under scarcity of arthropod prey. Improved larval development through aril consumption confirms that this ant-seed interaction is facultatively mutualistic. This result is meaningful given the predominantly carnivorous diet of O. chelifer, and the generalized nature of ant-seed/fruit interactions in tropical forests. Whether or not benefits to larvae translate into significant gains for ant colonies is uncertain. Â© Cambridge University Press 2014.",249,1,excluded,Not birds
GNM_258,Hsu2014889,Adaptation of a widespread epiphytic fern to simulated climate change conditions,"Hsu, R.C.-C. and Oostermeijer, J.G.B. and Wolf, J.H.D.",Plant Ecology,215,8,889-897,2014,10.1007/s11258-014-0340-0,"The response of species to climate change is generally studied using ex situ manipulation of microclimate or by modeling species range shifts under simulated climate scenarios. In contrast, a reciprocal transplant experiment was used to investigate the in situ adaptive response of the elevationally widespread epiphytic fern Asplenium antiquum to simulated climate change conditions. Fern spores were collected at three elevations and germinated in a greenhouse. The sporelings (juvenile ferns) were reciprocally transplanted to each collection site. Growth and mortality rates were monitored for 2 years. Wild sporelings were monitored at two sites to assess possible transplant effects. Habitat suitability, indicated by overall growth and survival patterns, declined as elevation increased. Only the highland population showed significant adaptation to the ""home"" habitat, achieving the highest survival rates. Microclimate data suggest that the presumed genetic adaptation at the highland site occurred mainly in response to drought stress in winter. Based on our previous study on species distribution models, which projected an expansion in the range of A. antiquum under future climate change scenarios, the populations at the upper margins of the species' elevational range may play an important role during this expansion, given their better adaptation to the shifting marginal conditions. Our study suggests that intraspecific variation should be considered when determining the potential impact of climate change on biodiversity. Â© 2014 Springer Science+Business Media Dordrecht.",254,1,excluded,Not birds
