"","paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","Observation_ID","experiment_ID","experiment_ID_coded","group_ID","group_ID_coded","repeated_trait_ID","repeated_trait_ID_coded","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","Hypothesis","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","sd_experiment","type_measure_dispersion_experiment","n_experiment","effective_n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","sd_control","type_measure_dispersion_control","n_control","effective_n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control","fitness_proxy_cleaned","population_ID","geary_control","geary_trt","geary_test","count","SMDH","SMDH_variance","SMDH_sign","lnRR","lnRR_variance","lnRR_sign"
"42","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","42",1,"GNM_152_1",1,"GNM_152_1",9,"GNM_152_9","Sturnus vulgaris","Birds add green material+Extra from author","blank",2,1,1,"both",2.63,"mean",0.84,2.3758787847868,"SE",8,4,4.25,"mean",0.48,0.96,"SE",4,2,"number of fledlings","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2,"number_of_fledgling","Vosbergen, Netherlands",8.33333333333333,3.03607503607504,"pass",72,-0.611776771205862,0.781189234815589,-0.611776771205862,-0.479935136746652,0.229533451676779,-0.479935136746652
"43","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","43",1,"GNM_152_1",1,"GNM_152_1",10,"GNM_152_10","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material",NA,1,0,"CH",11.1,"mean",2.14,6.76727419276033,"SE",10,5,8.36,"mean",1.36,4.51060971488334,"SE",11,5.5,"courtship time (days)","Behaviour","include","Authors measured this as ""interval between first appearance of greenery to first egg""",-1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2,"courtship_time","Vosbergen, Netherlands",6.01045751633987,5.06040574424436,"pass",12,0.437911570647607,0.390949921994708,-0.437911570647607,0.283486681221678,0.12726731308721,-0.283486681221678
"44","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","44",1,"GNM_152_1",1,"GNM_152_1",11,"GNM_152_11","Sturnus vulgaris","Birds add green material","blank",2,1,0,"CH",8.36,"mean",1.36,4.51060971488334,"SE",11,5.5,11,"mean",3.72,7.44,"SE",4,2,"courtship time (days)","Behaviour","include","Authors measured this as ""interval between first appearance of greenery to first egg""",-1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2,"courtship_time","Vosbergen, Netherlands",2.78304870335231,6.01045751633987,"fail",12,-0.437267329217997,0.694565029631611,0.437267329217997,-0.27443684570176,0.281663075479041,0.27443684570176
"45","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","45",1,"GNM_152_1",1,"GNM_152_1",12,"GNM_152_12","Sturnus vulgaris","Birds add green material+Extra from author","blank",2,1,0,"CH",11.1,"mean",2.14,6.76727419276033,"SE",10,5,11,"mean",3.72,7.44,"SE",4,2,"courtship time (days)","Behaviour","include","Authors measured this as ""interval between first appearance of greenery to first egg""",-1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2,"courtship_time","Vosbergen, Netherlands",2.78304870335231,5.06040574424436,"fail",12,0.0121723035705337,0.700010583212444,-0.0121723035705337,0.00904983551991786,0.30307200620321,-0.00904983551991786
"46","GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","46",1,"GNM_152_1",1,"GNM_152_1",13,"GNM_152_13","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material",NA,0,1,"PCH",63.348419809633,NA,NA,NA,NA,8,4,63.348419809633,NA,NA,NA,NA,4,2,"scab score","Parasitic_and_pathogenic","include","use 0 as ES",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"scab_score","Vosbergen, Netherlands",NA,NA,NA,90,0,0.75,0,-0.0305737953774785,0.298304929286637,0.0305737953774785
"47","GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","47",1,"GNM_152_1",1,"GNM_152_1",14,"GNM_152_14","Sturnus vulgaris","Birds add green material","blank",2,0,1,"PCH",63.348419809633,NA,NA,NA,NA,10,5,63.348419809633,NA,NA,NA,NA,10,5,"scab score","Parasitic_and_pathogenic","include","use 0 as ES",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"scab_score","Vosbergen, Netherlands",NA,NA,NA,90,0,0.4,0,0.00946003988123181,0.160660887374633,-0.00946003988123181
"48","GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","48",1,"GNM_152_1",1,"GNM_152_1",15,"GNM_152_15","Sturnus vulgaris","Birds add green material+Extra from author","blank",2,0,1,"PCH",63.348419809633,NA,NA,NA,NA,8,4,63.348419809633,NA,NA,NA,NA,4,2,"scab score","Parasitic_and_pathogenic","include","use 0 as ES",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"scab_score","Vosbergen, Netherlands",NA,NA,NA,90,0,0.75,0,-0.0305737953774785,0.298304929286637,0.0305737953774785
"49","GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","49",1,"GNM_152_1",1,"GNM_152_1",16,"GNM_152_16","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material",NA,1,1,"both",33.7578762045671,NA,NA,NA,NA,8,4,33.7578762045671,NA,NA,NA,NA,4,2,"nestling body mass","Morphology","include","use 0 as ES",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"nestling_mass","Vosbergen, Netherlands",NA,NA,NA,70,0,0.75,0,-0.0305737953774785,0.298304929286637,-0.0305737953774785
"50","GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","50",1,"GNM_152_1",1,"GNM_152_1",17,"GNM_152_17","Sturnus vulgaris","Birds add green material","blank",2,1,1,"both",33.7578762045671,NA,NA,NA,NA,10,5,33.7578762045671,NA,NA,NA,NA,10,5,"nestling body mass","Morphology","include","use 0 as ES",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"nestling_mass","Vosbergen, Netherlands",NA,NA,NA,70,0,0.4,0,0.00946003988123181,0.160660887374633,0.00946003988123181
"51","GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","51",1,"GNM_152_1",1,"GNM_152_1",18,"GNM_152_18","Sturnus vulgaris","Birds add green material+Extra from author","blank",2,1,1,"both",33.7578762045671,NA,NA,NA,NA,8,4,33.7578762045671,NA,NA,NA,NA,4,2,"nestling body mass","Morphology","include","use 0 as ES",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"nestling_mass","Vosbergen, Netherlands",NA,NA,NA,70,0,0.75,0,-0.0305737953774785,0.298304929286637,-0.0305737953774785
"52","GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","52",1,"GNM_152_1",1,"GNM_152_1",19,"GNM_152_19","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material",NA,1,1,"both",5.842100465625,NA,NA,NA,NA,8,4,5.842100465625,NA,NA,NA,NA,4,2,"survival to fledgeling","Reproduction","include","use 0 as ES",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"survival to fledgeling","Vosbergen, Netherlands",NA,NA,NA,72,0,0.75,0,-0.0305737953774785,0.298304929286637,-0.0305737953774785
"53","GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","53",1,"GNM_152_1",1,"GNM_152_1",20,"GNM_152_20","Sturnus vulgaris","Birds add green material","blank",2,1,1,"both",5.842100465625,NA,NA,NA,NA,10,5,5.842100465625,NA,NA,NA,NA,10,5,"survival to fledgeling","Reproduction","include","use 0 as ES",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"survival to fledgeling","Vosbergen, Netherlands",NA,NA,NA,72,0,0.4,0,0.00946003988123181,0.160660887374633,0.00946003988123181
"54","GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","54",1,"GNM_152_1",1,"GNM_152_1",21,"GNM_152_21","Sturnus vulgaris","Birds add green material+Extra from author","blank",2,1,1,"both",5.842100465625,NA,NA,NA,NA,8,4,5.842100465625,NA,NA,NA,NA,4,2,"survival to fledgeling","Reproduction","include","use 0 as ES",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"survival to fledgeling","Vosbergen, Netherlands",NA,NA,NA,72,0,0.75,0,-0.0305737953774785,0.298304929286637,-0.0305737953774785
"55","GNM_237","included",NA,"log10, treatment is shared so effective treatment sample size will be divided by 11","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.",2016,"Hoya de Guadix, southeast Spain (37.18N, 3.11W)","55",1,"GNM_237_1",1,"GNM_237_1",1,"GNM_237_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",0.968567907777778,"mean",0.454855100011637,0.454855100011637,"sd",9,4.5,1.224397283875,"mean",0.363817483491258,0.363817483491258,"sd",8,8,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Plants/Not contaminated/ Year 2012; control=  No feather/No plants/Not contaminated/ Year 2012; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load","Hoya de Guadix, Spain",9.23038517124417,6.21554246659637,"pass",90,-0.597825388066348,0.361518030006889,0.597825388066348,-0.23438539190254,0.0600452597409869,0.23438539190254
"56","GNM_237","included",NA,"log10, treatment is shared so effective treatment sample size will be divided by 12","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.",2016,"Hoya de Guadix, southeast Spain (37.18N, 3.11W)","56",1,"GNM_237_1",2,"GNM_237_2",2,"GNM_237_2","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",0.829531179,"mean",0.142963931110729,0.142963931110729,"sd",9,4.5,0.974879718833333,"mean",0.419871933598624,0.419871933598624,"sd",6,6,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Pigmented/Plants/Not contaminated/ Year 2012; control=  Pigmented/No Plants/Not contaminated/ Year 2012; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load","Hoya de Guadix, Spain",5.45985423986893,16.936679296688,"pass",90,-0.394421827851449,0.396296916426302,0.394421827851449,-0.161453401461042,0.0375162638617308,0.161453401461042
"57","GNM_237","included",NA,"log10, treatment is shared so effective treatment sample size will be divided by 13","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.",2016,"Hoya de Guadix, southeast Spain (37.18N, 3.11W)","57",1,"GNM_237_1",3,"GNM_237_3",3,"GNM_237_3","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.17251299127273,"mean",0.522131630625313,0.522131630625313,"sd",11,5.5,0.9097790629,"mean",0.372455693129957,0.372455693129957,"sd",10,10,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Unpigmented/Plants/Not contaminated/ Year 2012; control= Unpigmented/No Plants/Not contaminated/ Year 2012; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load","Hoya de Guadix, Spain",7.53594040943729,7.28239388665318,"pass",90,0.578735406860513,0.292622526048956,-0.578735406860513,0.253702798224659,0.052814837714933,-0.253702798224659
"58","GNM_237","included",NA,"log10, treatment is shared so effective treatment sample size will be divided by 15","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.",2016,"Hoya de Guadix, southeast Spain (37.18N, 3.11W)","58",2,"GNM_237_2",4,"GNM_237_4",5,"GNM_237_5","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.479707969,"mean",0.417408463246513,0.417408463246513,"sd",5,2.5,1.258281101,"mean",0.47625381167065,0.47625381167065,"sd",4,4,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Plants/Not contaminated/ Year 2013; control= treatment = No feather/No Plants/Not contaminated/ Year 2013; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load","Hoya de Guadix, Spain",4.97324971108485,7.54936573067241,"pass",90,0.39778876515002,0.662171992436891,-0.39778876515002,0.162098166030697,0.0676442701531946,-0.162098166030697
"59","GNM_237","included",NA,"log10, treatment is shared so effective treatment sample size will be divided by 16","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.",2016,"Hoya de Guadix, southeast Spain (37.18N, 3.11W)","59",2,"GNM_237_2",5,"GNM_237_5",6,"GNM_237_6","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.104134296,"mean",0.457579741290361,0.457579741290361,"sd",2,1,1.2411255445,"mean",0.151314574540127,0.151314574540127,"sd",4,4,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Pigmented/Plants/Not contaminated/ Year 2013; control=  Pigmented/No Plants/Not contaminated/ Year 2013; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load","Hoya de Guadix, Spain",15.4395987707006,3.03331551772548,"pass",90,-0.655105693416307,1.29291634695465,0.655105693416307,-0.116957079702105,0.175463196181401,0.116957079702105
"60","GNM_237","included",NA,"log10, treatment is shared so effective treatment sample size will be divided by 19","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.",2016,"Hoya de Guadix, southeast Spain (37.18N, 3.11W)","60",2,"GNM_237_2",6,"GNM_237_6",9,"GNM_237_9","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.25919450266667,"mean",0.461095517853247,0.461095517853247,"sd",3,1.5,1.72283368966667,"mean",0.865749555672583,0.865749555672583,"sd",3,3,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Unpigmented/Plants/Not contaminated/ Year 2013; control= Unpigmented/No Plants/Not contaminated/ Year 2013; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load","Hoya de Guadix, Spain",3.18162946132396,4.36616797127837,"pass",90,-0.382778621344966,1.01627994143986,0.382778621344966,-0.313498196251492,0.173567019592813,0.313498196251492
"61","GNM_018","included",NA,"mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)","61",1,"GNM_018_1",1,"GNM_018_1",1,"GNM_018_1","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass",1,1,0,"CH",13.04,"mean",1.6,7.15541752799933,"se",20,20,11.31,"mean",2.26,7.14674751198054,"se",10,10,"male provisioning rate (day 6)","Behaviour","include","In this study authors suggested that GNM was added by females as a ""honest signal"" and thereby manipulate males investment into parental care. Therefore we considered this as a proxy for CH.",1,NA,NA,NA,NA,NA,NA,NA,"table 2",NA,"b","SD","year_of_publication: The study was carried out in 2006 (but published in 2013). We should be mindful of this depending on what we do with this information and how we interpret it.  Authors manipulate the size of the nest (reduced/increased) and control. In all three manipulated groups, they have control and aromatic plants added. This is courtship hypothesis experiment where females are the one adding the green nest material (manipulated by the researchers in this case). ""Authors say: “In blue tits Cyanistes caeruleus, females alone build nests and add aromatic plants to them.” and “We hypothesized that if nest size and aromatic plants in the nest are female sexually selected signals (Moreno et al. 1994; Soler, M.ller, et al. 1998; Moreno 2012), males should vary their parental investment accordingly, as the differential allocation hypothesis predicts (Burley 1986; Sheldon 2000). Therefore, males should invest more (increased provisioning rates and higher risk taking) in experimentally enlarged nests and in those supplied with aromatic plants as compared with nests experimentally reduced and
nests not supplied with aromatic plants.”""","TR",NA,"n","y","y",1,1,"male_provisioning_rate","Valsaín, Spain",4.88236563781567,8.04938271604938,"pass",12,0.235322128486848,0.150922941735926,0.235322128486848,0.142334266370478,0.0549844368548887,0.142334266370478
"62","GNM_018","included",NA,"mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)","62",1,"GNM_018_1",1,"GNM_018_1",3,"GNM_018_3","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass",1,1,0,"CH",0.49,"mean",0.05,0.223606797749979,"se",20,20,0.44,"mean",0.07,0.221359436211787,"se",10,10,"male proportions of visit (day 6)","Behaviour","include","In this study authors suggested that GNM was added by females as a ""honest signal"" and thereby manipulate males investment into parental care. Therefore we considered this as a proxy for CH.",1,NA,NA,NA,NA,NA,NA,NA,"table 2",NA,"b","SD",NA,"TR",NA,"n","y","y",1,1,"male_visit","Valsaín, Spain",6.13240418118467,9.67901234567901,"pass",12,0.218256905844036,0.15079393461581,0.218256905844036,0.107630664192365,0.0357222455519567,0.107630664192365
"63","GNM_018","included",NA,"mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)","63",1,"GNM_018_1",1,"GNM_018_1",1,"GNM_018_1","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass",1,1,0,"CH",19.88,"mean",1.74,9.20721456250478,"se",28,28,21.25,"mean",2.11,9.19727677087082,"se",19,19,"male provisioning rate (day 11)","Behaviour","include","In this study authors suggested that GNM was added by females as a ""honest signal"" and thereby manipulate males investment into parental care. Therefore we considered this as a proxy for CH.",1,NA,NA,NA,NA,NA,NA,NA,"table 2",NA,"b","SD",NA,"TR",NA,"n","y","y",1,1,"male_provisioning_rate","Valsaín, Spain",9.94029667015449,11.3241786186553,"pass",12,-0.146363402283262,0.0885737608906747,-0.146363402283262,-0.0666426941419979,0.0175199738403267,-0.0666426941419979
"64","GNM_018","included",NA,"mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)","64",1,"GNM_018_1",1,"GNM_018_1",3,"GNM_018_3","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass",1,1,0,"CH",0.54,"mean",0.03,0.158745078663875,"se",28,28,0.6,"mean",0.04,0.169705627484771,"se",18,18,"male proportions of visit  (day 11)","Behaviour","include","In this study authors suggested that GNM was added by females as a ""honest signal"" and thereby manipulate males investment into parental care. Therefore we considered this as a proxy for CH.",1,NA,NA,NA,NA,NA,NA,NA,"table 2",NA,"b","SD",NA,"TR",NA,"n","y","y",1,1,"male_visit","Valsaín, Spain",14.7945205479452,17.8407079646018,"pass",12,-0.361632794043939,0.0926913442886242,-0.361632794043939,-0.105360515657826,0.00753086419753086,-0.105360515657826
"65","GNM_018","included",NA,"score (mean of 8 binomial variables)","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)","65",1,"GNM_018_1",1,"GNM_018_1",4,"GNM_018_4","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass",1,1,0,"CH",0.7,"mean",0.05,0.282842712474619,"se",32,32,0.53,"mean",0.05,0.254950975679639,"se",26,26,"male risk taking","Behaviour","include","In this study authors suggested that GNM was added by females as a ""honest signal"" and thereby manipulate males investment into parental care. Therefore we considered this as a proxy for CH.",1,NA,NA,NA,NA,NA,NA,NA,"table 2",NA,"b","SD","This is a composite variable with several binomial variables combined to generate the risk taking score.","TR",NA,"n","y","y",1,1,"male_risk_taking","Valsaín, Spain",10.4990476190476,13.8914728682171,"pass",12,0.619440687535046,0.0730193554044168,0.619440687535046,0.278203328497237,0.0140020052164689,0.278203328497237
"66","GNM_018","included",NA,"Authors provided","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)","66",1,"GNM_018_1",1,"GNM_018_1",5,"GNM_018_5","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass",1,1,1,"both",9.15625,"mean",1.7799,1.7799,"sd",32,32,8.962963,"mean",2.441334,2.441334,"sd",27,27,"brood size on day 6","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b","SD",NA,"TR",NA,"n","y","y",1,1,"number_of_nestling","Valsaín, Spain",18.9018165454505,28.874687152118,"pass",72,0.0905002712296109,0.0683564463513814,0.0905002712296109,0.021335841932752,0.00392869508543917,0.021335841932752
"67","GNM_101","included",NA,"mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)","67",1,"GNM_101_1",1,"GNM_101_1",1,"GNM_101_1","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass",1,1,1,"both",10.3,"mean",0.2,1.13137084989848,"se",32,32,9.8,"mean",0.3,1.55884572681199,"se",27,27,"clutch size","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","SD","year_of_publication: This study was conducted in 2006 and published in 2012. I think it is the same site and same year as GNM_018 and the data is split between two publication. In this case, the variable considered missing above would be this one.","TR",NA,"n","y","n",1,1,"clutch_size","Valsaín, Spain",32.3669724770642,51.1007751937984,"pass",72,0.367284030968051,0.0694302366930043,0.367284030968051,0.0497615095590638,0.00131414790134613,0.0497615095590638
"68","GNM_101","included",NA,"mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)","68",1,"GNM_101_1",1,"GNM_101_1",2,"GNM_101_2","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass",1,1,1,"both",29.4,"mean",0.6,3.39411254969543,"se",32,32,29.6,"mean",0.8,4.15692193816531,"se",27,27,"laying date","Phenology","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","SD",NA,"TR",NA,"n","y","n",1,1,"laying_date","Valsaín, Spain",36.6605504587156,48.6201550387597,"pass",4,-0.0524698760142469,0.0683103682903332,0.0524698760142469,-0.0067796869853788,0.00114695331778304,0.0067796869853788
"69","GNM_101","included",NA,"mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)","69",1,"GNM_101_1",1,"GNM_101_1",3,"GNM_101_3","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass",1,1,1,"both",52.6,"mean",0.5,2.82842712474619,"se",32,32,51.9,"mean",0.6,3.11769145362398,"se",27,27,"hatching date","Phenology","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","SD",NA,"TR",NA,"n","y","n",1,1,"hatching_date","Valsaín, Spain",85.7064220183486,104.384496124031,"pass",4,0.233053630420373,0.0687473251273092,-0.233053630420373,0.0133973295718213,0.000224008035023393,-0.0133973295718213
