"paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","Observation_ID","experiment_ID","group_ID","repeated_trait_ID","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","Hypothesis","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","type_measure_dispersion_experiment","n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","type_measure_dispersion_control","n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control","fitness_proxy_cleaned"
"GNM_018","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",63,"1","1","1","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","0","CH",19.88,"mean",1.74,"se",28,21.25,"mean",2.11,"se",19,"male provisioning rate (day 11)","Behaviour","include","In this study authors suggested that GNM was added by females as a ""honest signal"" and thereby manipulate males investment into parental care. Therefore we considered this as a proxy for CH.",1,"NA","NA",NA,NA,NA,NA,NA,"table 2","NA","b","SD","NA","TR","NA","n","y","y",1,1,"male_provisioning_rate"
"GNM_018","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",64,"1","1","3","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","0","CH",0.54,"mean",0.03,"se",28,0.6,"mean",0.04,"se",18,"male proportions of visit  (day 11)","Behaviour","include","In this study authors suggested that GNM was added by females as a ""honest signal"" and thereby manipulate males investment into parental care. Therefore we considered this as a proxy for CH.",1,"NA","NA",NA,NA,NA,NA,NA,"table 2","NA","b","SD","NA","TR","NA","n","y","y",1,1,"male_visit"
"GNM_018","included","NA","score (mean of 8 binomial variables)","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",65,"1","1","4","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","0","CH",0.7,"mean",0.05,"se",32,0.53,"mean",0.05,"se",26,"male risk taking","Behaviour","include","In this study authors suggested that GNM was added by females as a ""honest signal"" and thereby manipulate males investment into parental care. Therefore we considered this as a proxy for CH.",1,"NA","NA",NA,NA,NA,NA,NA,"table 2","NA","b","SD","This is a composite variable with several binomial variables combined to generate the risk taking score.","TR","NA","n","y","y",1,1,"male_risk_taking"
"GNM_018","included","NA","Authors provided","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2013,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",66,"1","1","5","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",9.15625,"mean",1.7799,"sd",32,8.962963,"mean",2.441334,"sd",27,"brood size on day 6","Reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"NA","NA","b","SD","NA","TR","NA","n","y","y",1,1,"number_of_nestling"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",67,"1","1","1","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",10.3,"mean",0.2,"se",32,9.8,"mean",0.3,"se",27,"clutch size","Reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","SD","year_of_publication: This study was conducted in 2006 and published in 2012. I think it is the same site and same year as GNM_018 and the data is split between two publication. In this case, the variable considered missing above would be this one.","TR","NA","n","y","n",1,1,"clutch_size"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",68,"1","1","2","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",29.4,"mean",0.6,"se",32,29.6,"mean",0.8,"se",27,"laying date","Phenology","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","SD","NA","TR","NA","n","y","n",1,1,"laying_date"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",69,"1","1","3","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",52.6,"mean",0.5,"se",32,51.9,"mean",0.6,"se",27,"hatching date","Phenology","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","SD","NA","TR","NA","n","y","n",1,1,"hatching_date"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",70,"1","1","4","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",9.2,"mean",0.3,"se",32,9.3,"mean",0.4,"se",27,"brood size on day 3","Reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","SD","NA","TR","NA","n","y","n",1,1,"number_of_nestling"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",71,"1","1","4","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",9,"mean",0.4,"se",32,8.9,"mean",0.5,"se",27,"brood size on day 13","Reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","SD","NA","TR","NA","n","y","n",1,1,"number_of_nestling"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",72,"1","1","5","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","0","1","PCH",109.7,"mean",29.5,"se",32,64.1,"mean",28.1,"se",27,"number of mites","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 2","Arthropod","b","SD","Authors also present data with yearlings and adults seperately. But I only extract the total mean values presented.","TR","NA","n","y","n",1,1,"mites"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",73,"1","1","6","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","0","1","PCH",3.9,"mean",1.9,"se",32,4.5,"mean",1.6,"se",27,"number of fleas","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 2","Arthropod","b","SD","NA","TR","NA","n","y","n",1,1,"fleas_number"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",74,"1","1","7","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","0","1","PCH",26.3,"mean",4.1,"se",32,26.8,"mean",3.4,"se",26,"number of blowflies","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 2","Arthropod","b","SD","NA","TR","NA","n","y","n",1,1,"blowflies_number"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",75,"1","1","8","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","0","1","PCH",18.3,"mean",6.1,"se",32,15.1,"mean",3.2,"se",26,"blowfly parasitoids","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 2","Arthropod","b","SD","NA","TR","NA","n","y","n",1,1,"blowfly_parasitoids_number"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",76,"1","1","9","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","0","1","PCH",0.7,"mean",0.3,"se",32,0.7,"mean",0.2,"se",26,"number of blackflies (incubation)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 2","Arthropod","b","SD","NA","TR","NA","n","y","n",1,1,"blackflies_number"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",77,"1","1","10","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","0","1","PCH",0.6,"mean",0.3,"se",32,0.9,"mean",0.3,"se",26,"number of biting midges (incubation)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 2","Arthropod","b","SD","NA","TR","NA","n","y","n",1,1,"midges_number"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",78,"1","1","11","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","0","1","PCH",13.8,"mean",1.8,"se",32,9.3,"mean",1.8,"se",26,"number of blackflies (nestling stage)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 2","Arthropod","b","SD","NA","TR","NA","n","y","n",1,1,"blackflies_number"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",79,"1","1","12","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","0","1","PCH",152,"mean",39,"se",32,81.2,"mean",19.5,"se",26,"number of biting midges (nestling stage)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 2","Arthropod","b","SD","NA","TR","NA","n","y","n",1,1,"midges_number"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",80,"1","1","13","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",10,"mean",0.1,"se",31,9.9,"mean",0.1,"se",27,"nestling mass","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 3","NA","b","SD","NA","TR","NA","n","y","n",1,1,"nestling_mass"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",81,"1","1","14","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",16.2,"mean",0.1,"se",31,16.1,"mean",0.1,"se",27,"nestling tarsus length","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 3","NA","b","SD","NA","TR","NA","n","y","n",1,1,"nestling_tarsus_length"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",82,"1","1","15","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",40.1,"mean",0.2,"se",31,39.9,"mean",0.4,"se",27,"nestling wing length","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 3","NA","b","SD","NA","TR","NA","n","y","n",1,1,"nestling_wing_length"
"GNM_101","included","NA","mean and variance","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",83,"1","1","16","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","0","1","PCH",0.35,"mean",0.02,"se",31,0.38,"mean",0.03,"se",27,"nestling PHA (single-wing phytohaemagglutinin)","Physiology","include","Authors take a measure before injecting PHA and after injecting. They consider this to be higher in value for birds that have better immunocompetence and therefore higher in GNM groups.",1,"NA","NA",NA,NA,NA,NA,NA,"table 3","NA","b","SD","NA","TR","NA","n","y","n",1,1,"nestling_immunity"
"GNM_101","included","NA","hatchlings/eggs laid","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",84,"1","1","18","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",0.9,"mean",0.02,"se",32,0.92,"mean",0.03,"se",26,"hatching success","Reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 3","NA","b","SD","NA","TR","NA","n","y","n",1,1,"hatching_success"
"GNM_101","included","NA","fledgling/hatchlings","Tomás G; Merino S; Martínez-de La Puente J; Moreno J; Morales J; Rivero-de Aguilar J",2012,"Valsaín, Segovia, Central Spain (40.53N, 4.01W)",85,"1","1","19","Cyanistes caeruleus","Lavandula stoechas, Santolina chamaecyparissus","grass","1","1","1","both",0.96,"mean",0.02,"se",32,0.95,"mean",0.02,"se",26,"fledging success","Reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 3","NA","b","SD","NA","TR","NA","n","y","n",1,1,"fledgling_success"
"GNM_069","included","NA","mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",86,"1","1","1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","1","1","both",14.3,"mean",1.78,"sd",20,14.3,"mean",1.11,"sd",21,"nestling tarsus length (day 3)","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"raw data","NA","c","SD","NA","TR","NA","n","y","n",1,1,"nestling_tarsus_length"
"GNM_069","included","NA","mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",87,"2","2","2","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","1","1","both",14.5,"mean",1.56,"sd",6,14.1,"mean",1.59,"sd",4,"nestling tarsus length (day 3)","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"raw data","NA","c","SD","NA","TR","NA","n","y","n",1,1,"nestling_tarsus_length"
"GNM_069","included","NA","mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",88,"1","1","1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","1","1","both",28.5,"mean",1.36,"sd",20,29.4,"mean",1.02,"sd",21,"nestling tarsus length (day 14)","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"raw data","NA","c","SD","NA","TR","NA","n","y","n",1,1,"nestling_tarsus_length"
"GNM_069","included","NA","mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",89,"2","2","2","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","1","1","both",28.4,"mean",1.19,"sd",6,28.4,"mean",0.658,"sd",5,"nestling tarsus length (day 14)","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"raw data","NA","c","SD","NA","TR","NA","n","y","n",1,1,"nestling_tarsus_length"
"GNM_069","included","NA","mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",90,"1","1","3","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","1","1","both",18.8,"mean",4.57,"sd",20,18.4,"mean",3.08,"sd",21,"nestling body mass (day 3)","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"raw data","NA","c","SD","NA","TR","NA","n","y","n",1,1,"nestling_mass"
"GNM_069","included","NA","mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",91,"2","2","4","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","1","1","both",20.1,"mean",4.66,"sd",6,20.6,"mean",4.18,"sd",5,"nestling body mass (day 3)","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"raw data","NA","c","SD","NA","TR","NA","n","y","n",1,1,"nestling_mass"
"GNM_069","included","NA","mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",92,"1","1","3","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","1","1","both",69.3,"mean",9.56,"sd",20,71.7,"mean",7.18,"sd",21,"nestling body mass (day 14)","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"raw data","NA","c","SD","NA","TR","NA","n","y","n",1,1,"nestling_mass"
"GNM_069","included","NA","mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",93,"2","2","4","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","1","1","both",65.2,"mean",9.55,"sd",6,68.8,"mean",9.46,"sd",5,"nestling body mass (day 14)","Morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"raw data","NA","c","SD","NA","TR","NA","n","y","n",1,1,"nestling_mass"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",94,"1","1","5","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",3.52,"mean",1.22,"sd",19,3.33,"mean",1.01,"sd",21,"Log mesophilic bacterial load (Day 3)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD","NA","TR","NA","n","y","n",1,1,"bacterial_load"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",95,"2","2","6","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",3.63,"mean",0.983,"sd",6,2.96,"mean",0.269,"sd",5,"Log mesophilic bacterial load (Day 3)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD","NA","TR","NA","n","y","n",1,1,"bacterial_load"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",96,"1","1","5","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",3.91,"mean",0.821,"sd",20,3.78,"mean",1.1,"sd",21,"Log mesophilic bacterial load (Day 8)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD","NA","TR","NA","n","y","n",1,1,"bacterial_load"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",97,"2","2","6","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",4.21,"mean",2.28,"sd",6,3.82,"mean",0.723,"sd",5,"Log mesophilic bacterial load (Day 8)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD","NA","TR","NA","n","y","n",1,1,"bacterial_load"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",98,"1","1","7","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",3.08,"mean",0.976,"sd",19,3.07,"mean",1.13,"sd",20,"Log enterococcus load (Day 3)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD","NA","TR","NA","n","y","n",1,1,"bacterial_load"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",99,"2","2","8","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",3.34,"mean",0.865,"sd",6,2.69,"mean",0.398,"sd",5,"Log enterococcus load (Day 3)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD","NA","TR","NA","n","y","n",1,1,"bacterial_load"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",100,"1","1","7","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",3.27,"mean",0.688,"sd",20,3.22,"mean",0.812,"sd",21,"Log enterococcus load (Day 8)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD","NA","TR","NA","n","y","n",1,1,"bacterial_load"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",101,"2","2","8","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",3.58,"mean",1.83,"sd",6,3.61,"mean",0.719,"sd",5,"Log enterococcus load (Day 8)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD","NA","TR","NA","n","y","n",1,1,"bacterial_load"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",102,"1","1","9","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",2.55,"mean",0.847,"sd",20,2.52,"mean",1.28,"sd",21,"Log Carnus flies (Day 8)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Arthropod","c","SD","NA","TR","NA","n","y","n",1,1,"carnusflies_load"
"GNM_069","included","NA","log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",103,"2","2","10","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",1.4,"mean",1,"sd",6,1.51,"mean",1.45,"sd",4,"Log Carnus flies (Day 8)","Parasitic_and_pathogenic","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"raw data","Arthropod","c","SD","NA","TR","NA","n","y","n",1,1,"carnusflies_load"
"GNM_069","included","NA","mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G",2017,"Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",104,"1","1","9","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank","2","0","1","PCH",77.8,"mean",35.5,"sd",20,54.8,"mean",28.9,"sd",21,"Rank telomere length (Day 14)","Physiology","include","We expect a positive relation between telomere length and GNM. Telomere length shortens as the individual ages and the cell dies once there is not enough protection provided by the telomere cap. Therefore, shorter the telomere, the more likely one is to die.",1,"NA","NA",NA,NA,NA,NA,NA,"raw data","NA","c","SD","NA","TR","NA","n","y","n",1,1,"telomere_measure"
