"paper_id","label","title","author","journal","volume","number","pages","year","doi","abstract","search_duplicated","n_duplicates","screened_final","notes_final"
"GNM_128","X.WOS.000253759300002","Aromatic plants in blue tit Cyanistes caeruleus nests: no negative effect on blood-sucking Protocalliphora blow fly larvae","Mennerat, Adele and Perret, Philippe and Caro, Samuel P. and Heeb, Philipp and Lambrechts, Marcel M.","JOURNAL OF AVIAN BIOLOGY","39","2","127-132",2008,"10.1111/j.0908-8857.2008.04400.x","Nesting birds use several behavioural or physiological defence mechanisms against parasites. On Corsica, female blue tits Cyanistes caeruleus incorporate fresh fragments of a limited number of aromatic plants in the nest cup, from the end of nest construction until fledging. Some of these plants negatively affect bacterial growth and host location by blood-sucking mosquitoes in laboratory conditions. In natural populations, Corsican blue tit chicks are exposed to the highest levels of blood-sucking ectoparasitic blow flies Protocalliphora spp. reported in Europe. These ectoparasites can have severe negative effects on chick development and survival probabilities, especially when food constraints are elevated. Here we investigated in several natural Corsican blue tit populations the hypothesis that aromatic plants brought to the nest have anti-blow fly effects during the chick-rearing stage. We predicted that: 1) the amount of aromatic plants should be negatively related to blow fly infestation intensity across nests, 2) experimental addition of aromatic plants in nests should reduce blow fly infestation intensity, and 3) nestlings should be in better physical condition in nests where aromatic plants were experimentally added. No significant relation was found between amount of aromatic plants in nests and blow fly infestation intensity. Experimental addition of aromatic plants did not reduce blow fly infestation intensity and did not affect the chick phenotypic parameters we measured. We conclude that aromatic plants in blue tit nests are not used as a defence against ectoparasitic Protocalliphora blow flies in our study population.",128,2,"selected",NA
"GNM_142","Polo2006942","Nest ornamentation by female spotless starlings in response to a male display: An experimental study","Polo, V. and Veiga, J.P.","Journal of Animal Ecology","75","4","942-947",2006,"10.1111/j.1365-2656.2006.01103.x","1. The use of behavioural traits by females in signalling condition has been practically ignored in evolutionary theory. However, females may also exhibit ornaments and behavioural displays, although less elaborated than those of males. 2. In this study we suggest that the carrying of feathers by spotless starlings Sturnus unicolor Temminck females to decorate the nest represents an elaborated and costly behaviour that is displayed in response to a courtship male behaviour: the carrying of nest green plants. 3. By experimentally increasing the amount of green plants in the nests, to give the appearance that highly attractive males defended them, we induced females to increase their feather carrying rates. 4. The amount of feathers carried to the nest was correlated to female reproductive experience and laying date, two variables correlated with female body condition. These results suggests that this behaviour may work as an honest indicator of female quality. 5. We conclude that male carrying plants and female carrying feathers can be viewed as two sex-specific functionally related signalling behaviours involved in mutual courtship or status signalling. Ã‚Â© 2006 The Authors.",142,2,"selected",NA
"GNM_147","X.WOS.000224706100001","Does fresh vegetation protect avian nests from ectoparasites? An experiment with tree swallows","Dawson, RD","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE","82","7","1005-1010",2004,"10.1139/Z04-076","Some species of birds incorporate fresh green vegetation into their nests. The adaptive significance of this behaviour, however, is unclear. The ``nest protection hypothesis{''} suggests that volatile chemicals contained in green plants reduce populations of nest-dwelling ectoparasites. I tested this hypothesis with tree swallows, Tachycineta bicolor (Vieillot, 1808), a species that has large infestations of ectoparasites in its nests. I experimentally added green leaves of yarrow (Achillea millefolium L.) to nests and compared these nests to control nests. My results showed that nests with yarrow had significantly higher levels of infestation by fleas, and yarrow had no effect on the number of blow flies detected. There was no effect of yarrow on condition of parents, size of offspring, or the probability of nests fledging at least one young. I did, however, find that second-year (SY) females with yarrow added to their nests hatched significantly more eggs than control SY females. In addition, pairs with yarrow added to their nest were significantly less likely to suffer hatching failure and (or) brood reduction. These beneficial effects of yarrow cannot be explained by reductions in numbers of fleas or blow flies, and I suggest that these results may be due to reductions in numbers of other types of parasites not quantified in my study, such as flying insects or the diseases that they may vector. I discuss my findings for swallows in the context of results from previous studies of other species that habitually use green plant material such as yarrow in their nests.",147,2,"selected",NA
"GNM_152","X.WOS.000220540800019","Green nesting material has a function in mate attraction in the European starling","Brouwer, L and Komdeur, J","ANIMAL BEHAVIOUR","67","3","539-548",2004,"10.1016/j.anbehav.2003.07.005","The function of fresh green nest material has long been debated. It has been suggested that it reduces the number of ectoparasites in nests and on nestlings (nest protection hypothesis), or is used by males to signal condition and paternal quality (male quality hypothesis) or is used as a sexually selected ornament to attract females (courtship hypothesis). We simultaneously tested these three hypotheses in the European starling, Sturnus vulgaris, in the field. Green material was carried by male starlings only, and mainly during nest building. It was not used to reduce ectoparasites. Males nesting in nestboxes that were experimentally contaminated with ectoparasites did not carry more green nest material than males nesting in control boxes, and experimental removal and addition of green material had no effect on the number of ectoparasites on the nestlings or on their body mass. Furthermore, the amount of green material carried into a nestbox was not associated with male body mass, paternal incubation attendance or nestling food provisioning. There is two-fold experimental evidence that males use green plant material to attract mates. First, removal of greenery resulted in a significantly lower percentage of nestboxes containing a clutch than the control or addition treatment. Second, unpaired male starlings sang more and carried more greenery into a nestbox when a caged female was positioned adjacent to the nestbox than when a caged male or an empty cage was present. Paired males, when subjected to the same experimental design, did not respond. (C) 2004 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",152,2,"selected",NA
"GNM_237","Ruiz.Castellano2016","Nest material shapes eggs bacterial environment","Ruiz-Castellano, C. and TomÃƒÂ¡s, G. and Ruiz-RodrÃƒÂ­guez, M. and MartÃƒÂ­n-GÃƒÂ¡lvez, D. and Soler, J.J.","PLoS ONE","11","2",NA,2016,"10.1371/journal.pone.0148894","Selective pressures imposed by pathogenic microorganisms to embryos have selected in hosts for a battery of antimicrobial lines of defenses that includes physical and chemical barriers. Due to the antimicrobial properties of volatile compounds of green plants and of chemicals of feather degrading bacteria, the use of aromatic plants and feathers for nest building has been suggested as one of these barriers. However, experimental evidence suggesting such effects is scarce in the literature. During two consecutive years, we explored experimentally the effects of these nest materials on loads of different groups of bacteria (mesophilic bacteria, Enterobacteriaceae, Staphylococcus and Enterococcus) of eggshells in nests of spotless starlings (Sturnus unicolor) at the beginning and at the end of the incubation period. This was also explored in artificial nests without incubation activity. We also experimentally increased bacterial density of eggs in natural and artificial nests and explored the effects of nest lining treatments on eggshell bacterial load. Support for the hypothetical antimicrobial function of nest materials was mainly detected for the year and location with larger average values of eggshell bacterial density. The beneficial effects of feathers and plants were more easily detected in artificial nests with no incubation activity, suggesting an active role of incubation against bacterial colonization of eggshells. Pigmented and unpigmented feathers reduced eggshell bacterial load in starling nests and artificial nest boxes. Results from artificial nests allowed us to discuss and discard alternative scenarios explaining the detected association, particularly those related to the possible sexual role of feathers and aromatic plants in starling nests. All these results considered together confirm the antimicrobial functionality mainly of feathers but also of plants used as nest materials, and highlight the importance of temporally and geographically environmental variation associated with risk of bacterial proliferation determining the strength of such effects. Because of costs associated to nest building, birds should adjust nest building effort to expected bacterial environments during incubation, a prediction that should be further explored. Ã‚Â© 2016 Ruiz-Castellano et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",15,1,"selected",NA
"GNM_375","Collias1978","Nest and mate selection in the village weaverbird (Ploceus cucullatus)","Collias, N.E. and Victoria, J.K.","Animal Behaviour","26","PART 2","470-476,IN3,477-479",1978,"10.1016/0003-3472(78)90064-7","An experimental study of factors determining nest selection by the female was made in a colony of African village weaverbirds (Ploceus cucullatus) in a large, outdoor aviary at Los Angeles, California. The males are polygynous and each attempts to attract unmated females by a special display to the nest he has woven of strips torn from leaves of palms or grasses. Females prefer fresh green nests, and closeness of weave and external appearance did not seem to be as important as strength of materials. There was a high correlation between age of nests and their acceptability. Females ignore old nests that have faded to a dull brown, but painting such nests green did not restore their attractiveness. The fresher, more recently built nests were advertised the most to females by the male's display. Some females choose the same male and territory repeatedly for consecutive clutches or broods. Ã‚Â© 1978.",379,1,"selected",NA
"GNM_004","X.WOS.000285340000010","Neural Correlates of Behavioural Olfactory Sensitivity Changes Seasonally in European Starlings","De Groof, Geert and Gwinner, Helga and Steiger, Silke and Kempenaers, Bart and Van der Linden, Annemie","PLOS ONE","5","12",NA,2010,"10.1371/journal.pone.0014337","Background: Possibly due to the small size of the olfactory bulb (OB) as compared to rodents, it was generally believed that songbirds lack a well-developed sense of smell. This belief was recently revised by several studies showing that various bird species, including passerines, use olfaction in many respects of life. During courtship and nest building, male European starlings (Sturnus vulgaris) incorporate aromatic herbs that are rich in volatile compounds (e. g., milfoil, Achillea millefolium) into the nests and they use olfactory cues to identify these plants. Interestingly, European starlings show seasonal differences in their ability to respond to odour cues: odour sensitivity peaks during nest-building in the spring, but is almost non-existent during the non-breeding season. Methodology/Principal Findings: This study used repeated in vivo Manganese-enhanced MRI to quantify for the first time possible seasonal changes in the anatomy and activity of the OB in starling brains. We demonstrated that the OB of the starling exhibits a functional seasonal plasticity of certain plant odour specificity and that the OB is only able to detect milfoil odour during the breeding season. Volumetric analysis showed that this seasonal change in activity is not linked to a change in OB volume. By subsequently experimentally elevating testosterone (T) in half of the males during the non-breeding season we showed that the OB volume was increased compared to controls. Conclusions/Significance: By investigating the neural substrate of seasonal olfactory sensitivity changes we show that the starlings' OB loses its ability during the non-breeding season to detect a natural odour of a plant preferred as green nest material by male starlings. We found that testosterone, applied during the non-breeding season, does not restore the discriminatory ability of the OB but has an influence on its size.",4,2,"selected",NA
"GNM_010","X.WOS.000435198500010","`Green incubation': avian offspring benefit from aromatic nest herbs through improved parental incubation behaviour","Gwinner, Helga and Capilla-Lasheras, Pablo and Cooper, Caren and Helm, Barbara","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","285","1880",NA,2018,"10.1098/rspb.2018.0376","Development of avian embryos requires thermal energy, usually from parents. Parents may, however, trade off catering for embryonic requirements against their own need to forage through intermittent incubation. This dynamically adjusted behaviour can be affected by properties of the nest. Here, we experimentally show a novel mechanism by which parents, through incorporation of aromatic herbs into nests, effectively modify their incubation behaviour to the benefit of their offspring. Our study species, the European starling, includes in its nest aromatic herbs which promote offspring fitness. We provided wild starlings with artificial nests including or excluding the typically selected fresh herbs and found strong support for our prediction of facilitated incubation. Herb effects were not explained by thermal changes of the nests per se, but by modified parental behaviours. Egg temperatures and nest attendance were higher in herb than herbless nests, egg temperatures dropped less frequently below critical thresholds and parents started their active day earlier. These effects were dynamic over time and particularly strong during early incubation. Incubation period was shorter in herb nests, and nestlings were heavier one week after hatching. Aromatic herbs hence influenced incubation in beneficial ways for offspring, possibly through pharmacological effects on incubating parents.",10,1,"selected",NA
"GNM_011","Ruiz.Castellano2018137","Nest material preferences by spotless starlings","Ruiz-Castellano, C. and TomÃ¡s, G. and Ruiz-RodrÃ­guez, M. and Soler, J.J.","Behavioral Ecology","29","1","137-144",2018,"10.1093/beheco/arx139","The avian nest is an essential structure for offspring development. For adults, nest building entails costs in terms of time, energy, and exposure to predators and parasites. Amount and diversity of materials used for nest building depend on their availability and functionality in scenarios of sexual selection and parasitism. Green plants and feathers of different colors have been hypothesized to play key roles in offspring protection against pathogens, and we here experimentally assessed spotless starling (Sturnus unicolor) preferences for pigmented versus unpigmented feathers and for different green plants (aromatic vs. non-aromatic plants) as nest materials. We predicted a preferential selection of unpigmented feathers and aromatic plants according to the antimicrobial properties of these materials described in the literature. We evaluated these predictions during nest building and during egg-laying stages. As expected, starlings preferentially selected unpigmented feathers both before and during egg laying, while aromatic plants were preferentially selected only during the egg-laying stage. These results suggest that starlings prefer nest materials that enhance antimicrobial protection of their offspring. We also discuss some other, non-exclusive functions that might explain the observed preference for nest materials, especially with regard to their potential role in sexual signaling. Â©The Author(s) 2017. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved.",11,2,"selected",NA
"GNM_028","Veiga2008167","Age dependent sex allocation in the polygynous spotless starling","Veiga, J.P. and Polo, V. and Cordero, P.J.","Evolutionary Ecology","22","2","167-176",2008,"10.1007/s10682-007-9166-8","Theoretical and empirical evidence suggests that avian females are able to manipulate the offspring sex ratio at birth. Although mating with an attractive male may induce females to skew the sex ratio toward males, the balance between the benefits of producing attractive sons and the costs of competing with other females for mates could vary with female age, a possibility that had not been previously explored. In this paper we increment experimentally the attractiveness of males of the polygynous spotless starling (Sturnus unicolor) by adding green plants to their nests, a trait involved in courtship, and look for female age-differential effects on offspring primary sex ratio. Young and middle aged females produced more sons in experimental than in control nests, as expected, but old females showed the opposite tendency. To explain this novel result, we speculate that older females are limited to produce the most costly sex because the physiological drawbacks imposed by ageing reduce their ability to compete with younger ones for the non-shareable resources offered by males. We discuss that this evolutionary scenario may be widespread in avian polygynous systems. Â© 2007 Springer Science+Business Media, Inc.",28,2,"selected",NA
"GNM_032","Polo20041929","Female starlings adjust primary sex ratio in response to aromatic plants in the nest","Polo, V. and Veiga, J.P. and Cordero, P.J. and ViÃ±uela, J. and Monaghan, P.","Proceedings of the Royal Society B: Biological Sciences","271","1551","1929-1933",2004,"10.1098/rspb.2004.2801","Adjustment of offspring sex ratios should be favoured by natural selection when parents are capable of facultatively altering brood sex ratios and of recognizing the circumstances that predict the probable fitness benefit of producing sons and daughters. Although experimental studies have shown that female birds may adjust offspring sex ratios in response to changes in their own condition and in the external appearance of their mate, and male attributes other than his external morphology are also thought to act as signals of male quality, it is not known whether females will respond to changes in such signals, in the absence of any change in the appearance of the male himself. Here, we experimentally manipulated a male courtship display, the green plants carried to the nest by male spotless starlings (Sturnus unicolor), without changing any physical attributes of the male himself, and examined whether this influenced female decisions on offspring sex ratio. We found that in an environment in which female starlings were producing more daughters than sons, experimental enhancement of the green nesting material caused females to significantly increase the number of male eggs produced and thereby removed the female bias. This effect was consistent in 2 years and at two localities. This demonstrates that the green material, whose function has long puzzled biologists, conveys important information to the female and that she facultatively adjusts offspring production accordingly. Â© 2004 The Royal Society.",32,2,"selected",NA
"GNM_034","X.WOS.000176644900018","Blue tits use selected plants and olfaction to maintain an aromatic environment for nestlings","Petit, C and Hossaert-McKey, M and Perret, P and Blondel, J and Lambrechts, MM","ECOLOGY LETTERS","5","4","585-589",2002,"10.1046/j.1461-0248.2002.00361.x","Animals use the chemical compounds of plants as a defence mechanism against enemies, and sometimes use olfaction to discriminate and select the chemical plant substances. Some birds bring to the nest plant material that has volatile compounds that protect the host and their offspring against parasitic organisms. Here we show that blue tits on the island of Corsica (Parus caeruleus ogliastrae ) adorn their nests with fragments of aromatic plants. These plants have chemical compounds that are used by humans to make aromatic house cleaners and herbal medicines. We also show that individual blue tits maintain an aromatic nest environment when offspring are raised, using odour cues to determine the frequency with which they replenish the nest with fresh plant material. We provide an exceptional example of the ecologically relevant use of olfaction by birds under natural conditions. To our knowledge, we present the first experimental demonstration that a free-ranging animal makes use of smell to maintain an aromatic environment for offspring with plants, supporting predictions of the nest protection hypothesis.",34,2,"selected",NA
"GNM_036","X.WOS.000089659000002","Aromatic herbs in Corsican blue tit nests: The `Potpourri' hypothesis","Lambrechts, MM and Dos Santos, A","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","21","3","175-178",2000,"10.1016/S1146-609X(00)00122-3","This study reports that Corsican blue tit (Parus caeruleus ogliastrae) nests contain between one to five aromatic herb species between the onset of egg laying till the chicks' finished growth 13 d after hatching. An herb removal experiment during the chick stage shows that blue tits bring fresh aromatic material 1-5 d after herb removal. Nests with a series of distinct odour classes easily perceived by humans have never been reported in birds. A new `Potpourri' hypothesis is proposed that may explain the functional significance of this behaviour. (C) 2000 Editions scientifiques et medicales Elsevier SAS.",36,2,"selected",NA
"GNM_069","X.WOS.000400402700010","Telomere length and dynamics of spotless starling nestlings depend on nest-building materials used by parents","Soler, Juan J. and Ruiz-Castellano, Cristina and Figuerola, Jordi and Martin-Vivaldi, Manuel and Martinez-de la Puente, Josue and Ruiz-Rodriguez, Magdalena and Tomas, Gustavo","ANIMAL BEHAVIOUR","126",NA,"89-100",2017,"10.1016/j.anbehav.2017.01.018","Nest materials used by animals can have profound effects on developing offspring. They can modify the bacterial and parasitic environment of the nest, and can influence parental investment through sexual signalling processes. In spotless starlings, Sturnus unicolor, green plants and feathers are known nest materials with such functions. The aim of our study was to experimentally assess their influence on nestlings' telomere length and attrition, which are good predictors of their survival prospects. In a full-factorial experiment, we explored these effects in two different populations, together with the potential effects of hatching date, ectoparasitism, bacterial environment and nestling growth. Telomere length and attrition largely depended on population identity and hatching date. After correcting for these effects, the addition of feathers resulted in higher rates of telomere attrition. The addition of plants did not affect nestling telomeres in general, but did in interaction with location: in Hueneja, the experimental addition of green plants resulted in longer telomeres. Feather pigmentation also did not affect telomere length or attrition in general, but did in interaction with location: in Hueneja, the experimental addition of unpigmented feathers resulted in nestlings with longer telomeres and lower attrition rates. Moreover, prevalence of staphylococci on the skin of 8-day-old nestlings was negatively related to telomere lengths of fledglings. Taken together, these results suggest a direct link between nest material composition and nestling telomere length and dynamics. This relationship could be partially mediated by the antimicrobial and/or antiparasitic properties of nest materials or by sexual signalling processes. We discuss possible roles of maternal effects, parasites, immunity and nestling growth in explaining these experimental effects. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",69,2,"selected",NA
"GNM_101","X.WOS.000304740200014","Interacting effects of aromatic plants and female age on nest-dwelling ectoparasites and blood-sucking flies in avian nests","Tomas, G. and Merino, S. and Martinez-de la Puente, J. and Moreno, J. and Morales, J. and Lobato, E. and Rivero-de Aguilar, J. and del Cerro, S.","BEHAVIOURAL PROCESSES","90","2","246-253",2012,"10.1016/j.beproc.2012.02.003","Some avian species incorporate aromatic plants to their nests. The ``nest protection hypothesis{''}, which posits that volatile secondary compounds contained in these plants may have antiparasite properties, has not received full support. All previous tests of this hypothesis have only considered effects on nest-dwelling ectoparasites, but not on blood-sucking flies. The ``drug hypothesis{''} posits that aromatic plants may stimulate nestling immune system, development, or condition. We tested these hypotheses experimentally in wild blue tits Cyanistes caeruleus. a species that adds aromatic plants to their nests. We supplemented aromatic plants to half of a sample of nests, while adding grass to the other half of nests. We quantified abundance of two groups of blood-sucking flies (blackflies and biting midges) at two different stages of the reproductive period, and abundance of three nest-dwelling ectoparasites (fleas, mites, and blowflies). Experimental supplementation of aromatic plants reduced abundance of fleas only in nests of yearling females and not in nests of older females. Blackflies and biting midges were both more numerous in nests of yearling females than in nests of older females. Mass of aromatic plants added by females was negatively related with abundance of fleas in control nests but not in experimental nests supplied with aromatic plants. Mass of plants added by females was also positively related with abundance of blackflies during the nestling stage. Finally, aromatic plants did not affect nestling growth or immune responses. We conclude that several factors such as female experience and their ability to add plants to the nest interact to explain effects of aromatic plants on different parasites. (c) 2012 Elsevier B.V. All rights reserved.",101,2,"selected",NA
"GNM_143","Gwinner2005365","European starlings: Nestling condition, parasites and green nest material during the breeding season","Gwinner, H. and Berger, S.","Journal of Ornithology","146","4","365-371",2005,"10.1007/s10336-005-0012-x","Male European starlings (Sturnus vulgaris) intermingle fresh herbs, preferably species rich in volatile compounds, into their dry nest material. In a field study, we investigated whether these herbs affect the mite and bacteria load of the nests and the condition of the nestlings either directly or via parasite control. We examined the amount of herbs and the number of plant species males carried into their nests, the variation of volatile compounds in the headspace air of the nest boxes and mite/bacteria load of the nests throughout the season. The amount of herb material and the number of plant species, the number of substances emanated by these plants and the infestation of the nests with bacteria and mites (Dermanyssus gallinae) increased with season. In a field experiment, we exchanged natural starling nests with experimental nests with or without herbs. We found that the herbs had no effect on the mites but fewer bacteria were sampled in nests with herbs than in nests without herbs. The body mass of the fledging was not related to the season or the mite/bacteria load of the nests. However, nestlings from nests with herbs fledged with higher body mass than nestlings from nests without herbs. Both bacteria and mite load were related to nestling mortality. In nests containing no herbs, the numbers of fledglings declined significantly with the increasing mite load while the mites had no effect on the number of fledglings in nests with herbs. Thus, the nest herbs counteracted the effect of the mites. In conclusion, it seems that volatile herbs can reduce bacterial but not mite infestation of the starling nests. The positive influence of herbs on nestling growth indicates that herbs either directly (perhaps as immunostimulants) improve the condition of the nestlings and help them cope with the harmful effects of mites, or they provide a nest environment beneficial for the nestlings' development by the reduction of germs. Â© Dt. Ornithologen-Gesellschaft e.V. 2005.",143,2,"selected",NA
"GNM_161","X.WOS.000172618000005","Aromatic plants in bird nests as a protection against blood-sucking flying insects?","Lafuma, L and Lambrechts, MM and Raymond, M","BEHAVIOURAL PROCESSES","56","2","113-120",2001,"10.1016/S0376-6357(01)00191-7","The nest protection hypothesis suggests that some of the fresh plant material, brought by some bird species to their nests, contain secondary compounds that repel parasites or mask the chemical cues that parasites use to find the host. Corsican blue tits (Parus caeruleus) bring pieces of several species of aromatic plants to the nest at dusk, suggesting a protection against nocturnal agents such as blood-sucking flying insects. The potential repellent or masking effect of these aromatic plant species, alone or in mixture, was experimentally investigated in the mosquito Culex pipiens, using domestic chicks as bird hosts. Aromatic plants had a repellent effect against mosquitoes, although a masking effect could not be ruled out. The plant mixture was the most efficient, although some aromatic plants had a significant effect when used individually. These results are discussed in the context of the nest-protection hypothesis and of the impact of flying blood-sucking insects on bird behaviour and life history traits. (C) 2001 Elsevier Science B.V. All rights reserved.",161,2,"selected",NA
"GNM_349","Fauth199122","Ectoparasitism and the role of green nesting material in the European starling","Fauth, P.T. and Krementz, D.G. and Hines, J.E.","Oecologia","88","1","22-29",1991,"10.1007/BF00328399","The use of green nesting material is widespred among birds. Recent evidence suggests that birds use secondary chemicals contained in green plants to control ectoparasites. We manipulated green nesting material and ectoparasites of European starlings (Sturnus vulgaris) to test two hypotheses: (1) ectoparasites adversely affect prefledging survival and morphometrics or postfledging survival, and (2) green nesting material ameliorates the effects of ectoparasites. We recorded fat score, numbers of scabs, tarsal length, body mass, and hematocrit level on each nestling 17 days after hatching. We also fitted each nestling with unique patagial tags and resighted the starlings for 6-8 weeks after fledging to estimate survival and sighting rates. Nests devoid of green nesting material and dusted with the insecticide, carbaryl, had fewer high ectoparasite infestations, and nestlings had significantly lower scab scores, and significantly higher body masses than nestlings in undusted boxes. However, there was no difference in postfledging survival between birds from carbaryl-treated and undusted nests. There also was no difference in prefledging survival and morphometrics or postfledging survival between nestlings from boxes with and without green nesting material. These results do not support the hypothesis that starlings use green nesting material to control nest ectoparasites. We suggest an alternative hypothesis; green nesting material is used for mate selection or pairbonding in the starling. Â© 1991 Springer-Verlag.",353,1,"selected",NA
