Paper_ID,label,title,author,journal,volume,number,pages,year,doi,abstract,n_duplicates,screener_ID,screened_abstracts,notes
GNM_029_rep,ref_19,Transplantation of Human Brain-Derived Ischemia-Induced Multipotent Stem Cells Ameliorates Neurological Dysfunction in Mice After Stroke,Nakagomi T.; Nakano-Doi A.; Kubo S.; Sawano T.; Kuramoto Y.; Yamahara K.; Matsuyama T.; Takagi T.; Doe N.; Yoshimura S.,Stem Cells Translational Medicine,12,6,400-414,2023,10.1093/stcltm/szad031,"We recently demonstrated that injury/ischemia-induced multipotent stem cells (iSCs) develop within post-stroke human brains. Because iSCs are stem cells induced under pathological conditions, such as ischemic stroke, the use of human brain-derived iSCs (h-iSCs) may represent a novel therapy for stroke patients. We performed a preclinical study by transplanting h-iSCs transcranially into post-stroke mouse brains 6 weeks after middle cerebral artery occlusion (MCAO). Compared with PBS-treated controls, h-iSC transplantation significantly improved neurological function. To identify the underlying mechanism, green fluorescent protein (GFP)-labeled h-iSCs were transplanted into post-stroke mouse brains. Immunohistochemistry revealed that GFP+ h-iSCs survived around the ischemic areas and some differentiated into mature neuronal cells. To determine the effect on endogenous neural stem/progenitor cells (NSPCs) by h-iSC transplantation, mCherry-labeled h-iSCs were administered to Nestin-GFP transgenic mice which were subjected to MCAO. As a result, many GFP+ NSPCs were observed around the injured sites compared with controls, indicating that mCherry+ h-iSCs activate GFP+ endogenous NSPCs. In support of these findings, coculture studies revealed that the presence of h-iSCs promotes the proliferation of endogenous NSPCs and increases neurogenesis. In addition, coculture experiments indicated neuronal network formation between h-iSC- and NSPC-derived neurons. These results suggest that h-iSCs exert positive effects on neural regeneration through not only neural replacement by grafted cells but also neurogenesis by activated endogenous NSPCs. Thus, h-iSCs have the potential to be a novel source of cell therapy for stroke patients. © The Author(s) 2023. Published by Oxford University Press.",1,SD,excluded,Out of field
GNM_030_rep,ref_20,Natural biomass carbon Dots-Based fluorescence sensor for high precision detection of vitamin B12 in serum,Chen J.; Mao C.; Ye H.; Gao X.; Zhao L.,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,305,,-,2024,10.1016/j.saa.2023.123459,"Vitamin B12(Vit B12) is an essential micronutrient for body growth, and abnormal levels of Vit B12 in the human body are closely associated with the prediction of certain diseases. Hence, a rapid, sensitive, and environment-friendly approach for Vit B12 detection was set up. Herein, the Bird's nest carbon dots (B-CDs) are synthesized by using a bird's nest and distilled water as precursors. One-step hydrothermal synthesis has created B-CDs without toxic ingredients or surface chemical modifications. The prepared B-CDs exhibited outstanding characteristics including excellent water solubility, brilliant fluorescence performance great biocompatibility, and fine stability in a broad pH range of 3.0–11.0 and high ionic strength solution. The experiment revealed that the fluorescence of the reaction system showed a regular decrease after the interaction of B-CDs with Vit B12. Additionally, there was an excellent linear relationship between the F/F0 of B-CDs and the concentration of Vit B12. The linear range was 0 ∼ 100 µM, R2 was 0.9929, and the detection limit was 0.24 µM. Finally, the proposed method successfully detected Vit B12 in human serum samples with recoveries of 96.2 %-100.3 %, showing broad clinical prospects. © 2023 Elsevier B.V.",1,SD,excluded,Out of field
GNM_031_rep,ref_21,Generation and Characterization of ORF55/ORF57-Deleted Recombinant Cyprinid herpesvirus 2 Mutants with Chimeric Capsid Protein Gene of Grouper Nervous Necrosis Virus,Feng Z.; Cheng W.; Ma M.; Yu C.; Zhang Y.; Lu L.; Wang H.; Gui L.; Xu D.; Dong C.,Vaccines,12,1,-,2024,10.3390/vaccines12010043,"Cyprinid herpesvirus 2 (CyHV-2) is a pathogen that causes significant losses to the global aquaculture industry due to mass mortality in crucian carp and goldfish. This study demonstrates that the ORF55/ORF57 deletion mutants CyHV-2-Δ55-CP and CyHV-2-Δ57-CP obtained through homologous recombination replicate effectively within the caudal fin of Carassius auratus gibelio (GiCF) cells and exhibit morphologies similar to the CyHV-2 wild-type strain. Both mutants demonstrated a decrease in virulence, with CyHV-2-Δ57-CP exhibiting a more significant reduction. This serves as a reference for the subsequent development of recombinant attenuated vaccines against CyHV-2. Additionally, both mutants expressed the inserted RGNNV-CP (capsid protein of Redspotted grouper nervous necrosis virus) fusion protein gene, and inoculation with CyHV-2-Δ57-CP-infected GiCF cell lysates elicited an antibody response in the grouper. These results indicate that, while ORF55 and ORF57 genes of CyHV-2 are not required for viral replication in vitro, they do play a role in virulence in vivo. Additionally, expression of foreign protein in CyHV-2 suggests that the fully attenuated mutant of CyHV-2 could potentially function as a viral vector for developing subunit vaccines or multivalent recombinant attenuated vaccines. © 2023 by the authors.",1,SD,excluded,Out of field
GNM_032_rep,ref_23,Release experiments as an indicator of flying activities of stingless bees in urban areas,Arena M.V.N.; Toppa R.H.; Martines M.; Alves-dos-Santos I.,Frontiers in Sustainable Cities,4,,-,2023,10.3389/frsc.2022.1103835,"Contemporary urban ecology views cities as heterogeneous and dynamic ecosystems, composed of biotic, physical, social, and man-made systems. In this context, urban beekeeping stands out as a growing practice that demands further studies. Many species of stingless bees (tribe Meliponini) have adapted to urban areas, while others are more sensitive. The composition of the surroundings where the beehive is located is important for the health of the nests and quality of the bee products. This work used bee capture and release techniques to evaluate the use of this methodology for releasing and monitoring native bees in urban areas and to identify whether proportion of green and gray urban nature areas affect the flying activities of stingless bees in an urban landscape. We used nests of Melipona quadrifasciata (mandaçaia), a species of stingless bee native to the Atlantic Rainforest, from three meliponaries located in different parts of the city of São Paulo. The travel time of bees in the landscape were related to the green urban areas up to 900 m in diameter from the meliponaries. Although we did not find a relationship between green areas and bee return times and numbers, it was noticeable that there was variation between the study areas, indicating that the release and monitoring methodology can be used in urban areas following the recommended modifications. Copyright © 2023 Arena, Toppa, Martines and Alves-dos-Santos.",1,SD,excluded,Not birds
GNM_033_rep,ref_25,Tenofovir-tethered gold nanoparticles as a novel multifunctional long-acting anti-HIV therapy to overcome deficient drug delivery-: an in vivo proof of concept,Fotooh Abadi L.; Kumar P.; Paknikar K.; Gajbhiye V.; Kulkarni S.,Journal of Nanobiotechnology,21,1,-,2023,10.1186/s12951-022-01750-w,"Background: The adoption of Antiretroviral Therapy (ART) substantially extends the life expectancy and quality of HIV-infected patients. Yet, eliminating the latent reservoirs of HIV to achieve a cure remains an unmet need. The advent of nanomedicine has revolutionized the treatment of HIV/AIDS. The present study explores a unique combination of Tenofovir (TNF) with gold nanoparticles (AuNPs) as a potential therapeutic approach to overcome several limitations of the current ART. Results: TNF-tethered AuNPs were successfully synthesized. Cell viability, genotoxicity, haemolysis, and histopathological studies confirmed the complete safety of the preparation. Most importantly, its anti-HIV1 reverse transcriptase activity was ~ 15 folds higher than the native TNF. In addition, it exhibited potent anti-HIV1 protease activity, a much sought-after target in anti-HIV1 therapeutics. Finally, the in vivo biodistribution studies validated that the AuNPs could reach many tissues/organs, serving as a secure nest for HIV and overcoming the problem of deficient drug delivery to HIV reservoirs. Conclusions: We show that the combination of TNF and AuNPs exhibits multifunctional activity, viz. anti-HIV1 and anti-HIV1 protease. These findings are being reported for the first time and highlight the prospects of developing AuNP-TNF as a novel next-generation platform to treat HIV/AIDS. Graphical Abstract: [Figure not available: see fulltext.]. © 2023, The Author(s).",1,SD,excluded,Out of field
GNM_034_rep,ref_26,Evolutionary potential mitigates extinction risk under climate change in the endangered southwestern willow flycatcher,Forester B.R.; Day C.C.; Ruegg K.; Landguth E.L.,Journal of Heredity,114,4,341-353,2023,10.1093/jhered/esac067,"The complexity of global anthropogenic change makes forecasting species responses and planning effective conservation actions challenging. Additionally, important components of a species' adaptive capacity, such as evolutionary potential, are often not included in quantitative risk assessments due to lack of data. While genomic proxies for evolutionary potential in at-risk species are increasingly available, they have not yet been included in extinction risk assessments at a species-wide scale. In this study, we used an individual-based, spatially explicit, dynamic eco-evolutionary simulation model to evaluate the extinction risk of an endangered desert songbird, the southwestern willow flycatcher (Empidonax traillii extimus), in response to climate change. Using data from long-term demographic and habitat studies in conjunction with genome-wide ecological genomics research, we parameterized simulations that include 418 sites across the breeding range, genomic data from 225 individuals, and climate change forecasts spanning 3 generalized circulation models and 3 emissions scenarios. We evaluated how evolutionary potential, and the lack of it, impacted population trajectories in response to climate change. We then investigated the compounding impact of drought and warming temperatures on extinction risk through the mechanism of increased nest failure. Finally, we evaluated how rapid action to reverse greenhouse gas emissions would influence population responses and species extinction risk. Our results illustrate the value of incorporating evolutionary, demographic, and dispersal processes in a spatially explicit framework to more comprehensively evaluate the extinction risk of threatened and endangered species and conservation actions to promote their recovery.  © 2023 The Author(s). Published by Oxford University Press on behalf of The American Genetic Association. All rights reserved.",1,SD,excluded,Non empirical
GNM_035_rep,ref_27,FACTORS AFFECTING THE NITROGEN FIXATION IN THE Inga spp.-RHIZOBIA SYSTEM IN SHADE COFFEE PLANTATIONS; [FACTORES QUE AFECTAN LA FIJACIÓN DE NITRÓGENO EN EL SISTEMA Inga spp. -RIZOBIOS EN CAFETALES DE SOMBRA],Velasco-Trejo J.A.; Gutiérrez E.A.; García-Pérez J.A.; del Rosario Pineda López M.; Estévez N.F.,Tropical and Subtropical Agroecosystems,26,1,-,2023,10.56369/tsaes.4317,"Background. The results of a review on the factors that affect nitrogen fixation in the Inga-café system are presented. The nitrogen contribution that the Inga Miller tree genus provides to shade coffee plantations and the factors that affect its stability in biological nitrogen fixation are scarcely recognized. This work delves into the ecological factors and glyphosate herbicides that can affect the symbiosis of Inga spp. with diazotrophic bacteria in their roots (rhizobia), which form nodules and carry out biological nitrogen fixation. Methodology. Different information sources such as EBSCO, Scopus and Google Schoolar were reviewed, with logical or Boolean data search. 183 papers were used to address the factors that affect the symbiosis between trees of the Inga genus and rhizobia. The findings were organized in: Inga Miller taxonomy, shade coffee plantations with Inga spp., symbiosis between Inga spp. and Bradyrhizobium spp., ecological factors that affect the functioning of the Inga spp.-rhizobia symbiosis and the agrochemical factor: glyphosate herbicide. Results. The genus Inga is recognized as a clade Mimosoideae nested in the subfamily Caesalpinioideae. Shade coffee plantations with Inga are established below 23ºN and 30ºS, up to 3,100 m.a.s.l. and the symbiont genus is predominantly Bradyrhizobium spp. whose ecological limits of Inga spp-rhizobia were: altitude [988.7-1,381.5 m.a.s.l.], annual precipitation [2,048.4-2,064.36 mm], temperature [20.39-21.93 ºC] and soil pH [4.88-5.42 pH]. Glyphosated herbicides, as an external stimulus, can reduce the benefit of biological nitrogen fixation and erode the soil by keeping it devoid of vegetation. Additionally, some Bradyrhizobium spp. (thiO gene), which oxidizes glyphosate to aminomethylphosphonic acid (AMPA), could be a potential glyphosate degrader in the soil. Implications. Shade coffee plantations with 205-250 trees per hectare of Inga spp. allow fixing around 45 kg of N ha-1 year-1. This review may allow the adoption of new observational or experimental studies of the Inga spp.-rhizobia symbiosis, to approach the performance that favors the biological fixation of nitrogen in shade coffee plantations. Conclusions. The review indicates that there is a specific association between Inga spp. and Bradyrhizobium spp., that ecological factors, including the agronomic management with glyphosated herbicides can decrease nitrogen fixation performance during the symbiosis between Inga spp. and rhizobia. No systematic studies of the symbiosis-environment-agrochemical interaction in shade coffee plantations were found. Copyright © the authors.",1,SD,excluded,Not birds
GNM_036_rep,ref_28,Effects of nest-box environment on fledgling success rate and pathogen load,Scott-Baumann J.F.; Morgan E.R.; Cogan T.A.,Parasitology,149,9,1186-1192,2022,10.1017/S0031182022000695,"Nest boxes have been used for many decades as tools for conservation and to study avian population dynamics. Plastic is increasingly used as a material for nest boxes, but no studies have investigated effects of this different material. Two consecutive studies were conducted to investigate effects of nest-box environment on nidicolous parasites, bacteria and fungi, as well as nest success, in blue tits Cyanistes caeruleus and great tits Parus major. The first compared microclimate and parasite and pathogen load in plastic and wooden nest boxes. The second tested the nest protection hypothesis-that birds naturally incorporate aromatic herbs into nests to decrease nest parasites and pathogens-by comparing parasite and pathogen load in plastic nest boxes to which aromatic or non-aromatic plant material was added. No significant difference in nest-box temperature or relative humidity was found between plastic and wooden boxes. Wooden boxes, however, contained 30-fold higher numbers of fleas and a higher total bacterial load on chicks. Fledging success for blue tit broods was significantly higher in wooden boxes. Parasites and bacteria did not decrease by the inclusion of aromatic herbs. The results increase the evidence base for nest-box design in support of plastic, which can provide an appropriate alternative nest-box material to wood, with apparently no difference in microclimate and no increase in the load of measured parasites and pathogens.  Copyright © The Author(s), 2022. Published by Cambridge University Press.",1,SD,excluded,Duplicate
GNM_037_rep,ref_29,"Bagaza virus and Plasmodium spp. coinfection in red-legged partridges (Alectoris rufa), in Southern Spain 2019",Höfle U.; Cardona Cabrera T.; Sánchez-Cano A.; Fernández de Mera I.G.; Risalde M.A.; Moraga-Fernández A.; Ortiz J.A.,Transboundary and Emerging Diseases,69,5,e3393-e3399,2022,10.1111/tbed.14658,"Flaviviruses such as West Nile (WNV), Usutu (USUV) and Bagaza (BAGV) virus and avian malaria parasites are vector borne pathogens that circulate naturally between avian and mosquito hosts. WNV and USUV and potentially also BAGV constitute zoonoses. Temporal and spatial cocirculation and coinfection with Plasmodium spp., and West Nile virus has been documented in birds and mosquito vectors, and fatally USUV-infected passerines coinfected with Plasmodium spp. had more severe lesions. Also, WNV, USUV and BAGV have been found to cocirculate. Yet little is known about the interaction of BAGV and malaria parasites during consecutive or coinfections of avian hosts. Here we report mortality of free-living red-legged partridges in a hunting estate in Southern Spain that were coinfected with BAGV and Plasmodium spp. The outbreak occurred in the area where BAGV first emerged in Europe in 2010 and where cocirculation of BAGV, USUV and WNV was confirmed in 2011 and 2013. Partridges were found dead in early October 2019. Birds had mottled locally pale pectoral muscles, enlarged, congestive greenish-black tinged livers and enlarged kidneys. Microscopically congestion and predominantly mononuclear inflammatory infiltrates were evident and Plasmodium phanerozoites were present in the liver, spleen, kidneys, muscle and skin. Molecular testing and sequencing detected Plasmodium spp. and BAGV in different tissues of the partridges, and immunohistochemistry confirmed the presence and colocalization of both pathogens in the liver and spleen. Due to the importance of the red-legged partridge in the ecosystem of the Iberian Peninsula and as driver of regional economy such mortalities are of concern. Such outbreaks may reflect climate change related shifts in host, vector and pathogen ecology and interactions that could emerge similarly for other pathogens. © 2022 The Authors. Transboundary and Emerging Diseases published by Wiley-VCH GmbH.",1,SD,excluded,Not experimental
GNM_038_rep,ref_30,Thermoregulatory strategies of songbird nestlings reveal limited capacity for cooling and high risk of dehydration,Diehl J.N.; Alton L.A.; White C.R.; Peters A.,Journal of Thermal Biology,117,,-,2023,10.1016/j.jtherbio.2023.103707,[No abstract available],1,SD,excluded,No green nest material
GNM_039_rep,ref_31,"Repellent activity against Anopheles gambiae of the leaves of nesting trees in the Sebitoli chimpanzee community of Kibale National Park, Uganda",Lacroux C.; Pouydebat E.; Rossignol M.; Durand S.; Aleeje A.; Asalu E.; Chandre F.; Krief S.,Malaria Journal,21,1,-,2022,10.1186/s12936-022-04291-7,"Background: Every evening, chimpanzees (Pan troglodytes) build a sleeping platform so called “nest” by intertwining branches of tree. Most of chimpanzees’ communities studied have a preference for tree species in which they nest. As female mosquitoes are feeding on the blood of their host at nighttime, chimpanzees may prevent being disturbed and bitten by mosquitoes by selecting tree species having properties to repel them. Methods: To test the hypothesis that chimpanzees choose tree species for their aromatic properties, data related to 1,081 nesting trees built between 2017 and 2019 in the Sebitoli community of Kibale National Park (Uganda) were analysed. The 10 most used trees were compared to the 10 most common trees in the habitat that were not preferred for nesting. Leaves from the 20 trees species were collected and hydro-distillated to obtain essential oils and one of the by-products for behavioural bioassays against females of the African mosquito, Anopheles gambiae. Results: Sebitoli chimpanzees showed tree preferences: 10 species correspond to more than 80% of the nesting trees. Out of the essential oil obtained from the 10 nesting trees, 7 extracts for at least one concentration tested showed spatial repellency, 7 were irritant by contact and none were toxic. In the other hand, for the abundant trees in their habitat not used by chimpanzees, only 3 were repellent and 5 irritants. Discussion and conclusion: This study contributes to evidence that chimpanzees, to avoid annoying mosquitoes, may select their nesting trees according to their repellent properties (linked to chemical parameters), a potential inspiration for human health. © 2022, The Author(s).",1,SD,excluded,Not birds
GNM_040_rep,ref_32,Facile fabrication of reusable starch sponge with adjustable crosslinked networks for efficient nest-trap and in situ photodegrade methylene blue,Gao B.; Zhang C.; Dong R.; Chen Y.; Zhang S.,Carbohydrate Polymers,322,,-,2023,10.1016/j.carbpol.2023.121342,"The fabrication of reusable natural polysaccharide sponges with nanoscale dispersed photocatalysts to achieve robust photocatalytic efficiency is desirable yet challenging. Herein, inspired by the nesting behavior when fishing, we designed reusable starch sponge with chemically anchored nano-ZnO into carboxylated starch matrix by thermoplastic interfacial reactions and solvent replacement for absorbing and photodegrading methylene blue (MB) in situ. The plasticization and interfacial reactions promoted a simultaneous increase in the reactivity of the starch hydroxyl/carboxyl groups and the specific surface area of ZnO. Meanwhile, the crosslinked networks of starch sponge could be adjusted by varying the ZnO and carboxylic groups contents. The results of photodegradation experiments revealed the recyclable closed-loop process of attraction-trapping-photodegradation of MB was successfully realized, achieving the effect of killing three birds with one stone. The reusable starch sponge with homogeneous dispersion of nano-ZnO by constructing three-dimensional porous channels possessed the high enrichment capacity and the remarkable photocatalysis efficiency with 150 mg/L ZnO. Under UV irradiation, the starch sponge degraded 97 % of MB with 1.67 × 10−3 min−1 photodegradation rate constant even after five cycles, which exceeded most existing photocatalytic systems. Overall, the reusable starch sponge with adjustable structure provided new insights for multifunctional bio-based photocatalyst loading systems. © 2023",1,SD,excluded,Out of field
GNM_041_rep,ref_33,Satellite glia of the adult dorsal root ganglia harbor stem cells that yield glia under physiological conditions and neurons in response to injury,Maniglier M.; Vidal M.; Bachelin C.; Deboux C.; Chazot J.; Garcia-Diaz B.; Baron-Van Evercooren A.,Stem Cell Reports,17,11,2467-2483,2022,10.1016/j.stemcr.2022.10.002,"The presence of putative stem/progenitor cells has been suggested in adult peripheral nervous system (PNS) tissue, including the dorsal root ganglion (DRG). To date, their identification and fate in pathophysiological conditions have not been addressed. Combining multiple in vitro and in vivo approaches, we identified the presence of stem cells in the adult DRG satellite glial population, and progenitors were present in the DRGs and sciatic nerve. Cell-specific transgenic mouse lines highlighted the proliferative potential of DRG stem cells and progenitors in vitro. DRG stem cells had gliogenic and neurogenic potentials, whereas progenitors were essentially gliogenic. Lineage tracing showed that, under physiological conditions, adult DRG stem cells maintained DRG homeostasis by supplying satellite glia. Under pathological conditions, adult DRG stem cells replaced DRG neurons lost to injury in addition of renewing the satellite glial pool. These novel findings open new avenues for development of therapeutic strategies targeting DRG stem cells for PNS disorders. © 2022",1,SD,excluded,Out of field
GNM_042_rep,ref_35,Gulls living in cities as overlooked seed dispersers within and outside urban environments,Martín-Vélez V.; Montalvo T.; Afán I.; Sánchez-Márquez A.; Aymí R.; Figuerola J.; Lovas-Kiss Á.; Navarro J.,Science of the Total Environment,823,,-,2022,10.1016/j.scitotenv.2022.153535,"The yellow-legged gull is an opportunistic and generalist bird that has colonised urban areas, where it has found very favourable trophic resources but also causes disturbance to humans and damage to infrastructure. Here, we investigated the potential role that gulls play in the dispersal of plants in Barcelona, a highly populated city of north-eastern Spain. We analysed the stomach contents of 145 chicks collected in urban nests and reported the presence of seeds of 27 plant taxa. We then developed a plant dispersal model based on the movements of 20 GPS-tracked yellow-legged gulls breeding in the city of Barcelona. We estimated seed dispersal distances, seed shadows and percentage of seeds reaching habitats suitable for seeds regurgitated in pellets and those excreted in faeces. Seven of the 27 plant taxa found in the stomachs were alien taxa to Spain. Average dispersal distances of plant seeds by gulls were around 700 m, but maximum dispersal distances reached up to 35 km. Dispersal distances and seed spatial patterns did not differ between faeces and pellet models, as most strongly depended on gull movements. About 95% of the seeds were dispersed within urban environments and between 20 and 30% reached suitable habitats for seed deposition (urban woodlands, green urban parks and urban grasslands). Urban gulls frequently dispersed seeds (including alien species) within urban habitats, both via direct consumption or via secondary dispersal after consuming granivorous birds that had ingested the seeds, such as pigeons or parakeets. Urban planning for Barcelona is based on native plant species, and thus, special attention should be paid to alien plants dispersed by birds, which could pose a risk to native biodiversity in urban ecosystems. © 2022 The Authors",1,SD,excluded,No green nest material
GNM_043_rep,ref_36,Absence in CX3CR1 receptor signaling promotes post-ischemic stroke cognitive function recovery through suppressed microglial pyroptosis in mice,Ge Y.; Yang J.; Chen J.; Dai M.; Dou X.; Yao S.; Yao C.; Lin Y.,CNS Neuroscience and Therapeutics,30,2,-,2024,10.1111/cns.14551,"Background: Post-stroke cognitive impairment (PSCI) is a major source of morbidity and mortality after stroke, but the pathological mechanisms remain unclear. Previous studies have demonstrated that the CX3CR1 receptor plays a crucial role in maintaining an early protective microenvironment after stroke, but whether it persistently influences cognitive dysfunction in the chronic phase requires further investigation. Methods: Mouse was used to establish a middle cerebral artery occlusion (MCAO)/reperfusion model to study PSCI. Cognitive function was assessed by the Morris water maze (MWM) and the novel object recognition test. Neurogenesis was assessed by immunofluorescence staining with Nestin+/Ki67+ and DCX+/BrdU+ double-positive cells. The cerebral damage was monitored by [18F]-DPA-714 positron emission tomography, Nissel, and TTC staining. The pyroptosis was histologically, biochemically, and electron microscopically examined. Results: Upon MCAO, at 28 to 35 days, CX3CR1 knockout (CX3CR1−/−) mice had better cognitive behavioral performance both in MWM and novel object recognition test than their CX3CR1+/− counterparts. Upon MCAO, at 7 days, CX3CR1−/− mice increased the numbers of Nestin+/Ki67+ and DCX+/BrdU+ cells, and meanwhile it decreased the protein expression of GSDMD, NLRP3 inflammasome subunit, caspase-1, mature IL-1β/IL-18, and p-P65 in the hippocampus as compared with CX3CR1+/− mice. In addition, CX3CR1−/− mice could reverse infarct volume in the hippocampus region post-stroke. Conclusion: Our study demonstrated that CX3CR1 gene deletion was beneficial to PSCI recovery. The mechanism might lie in inhibited pyroptosis and enhanced neurogenesis. CX3CR1 receptor may serve as a therapeutic target for improving the PSCI. © 2023 The Authors. CNS Neuroscience & Therapeutics published by John Wiley & Sons Ltd.",1,SD,excluded,Out of field
GNM_044_rep,ref_37,Human Embryonic Stem Cell-Derived Immature Midbrain Dopaminergic Neurons Transplanted in Parkinsonian Monkeys,López-Ornelas A.; Escobedo-Avila I.; Ramírez-García G.; Lara-Rodarte R.; Meléndez-Ramírez C.; Urrieta-Chávez B.; Barrios-García T.; Cáceres-Chávez V.A.; Flores-Ponce X.; Carmona F.; Reynoso C.A.; Aguilar C.; Kerik N.E.; Rocha L.; Verdugo-Díaz L.; Treviño V.; Bargas J.; Ramos-Mejía V.; Fernández-Ruiz J.; Campos-Romo A.; Velasco I.,Cells,12,23,-,2023,10.3390/cells12232738,"Human embryonic stem cells (hESCs) differentiate into specialized cells, including midbrain dopaminergic neurons (DANs), and Non-human primates (NHPs) injected with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine develop some alterations observed in Parkinson’s disease (PD) patients. Here, we obtained well-characterized DANs from hESCs and transplanted them into two parkinsonian monkeys to assess their behavioral and imaging changes. DANs from hESCs expressed dopaminergic markers, generated action potentials, and released dopamine (DA) in vitro. These neurons were transplanted bilaterally into the putamen of parkinsonian NHPs, and using magnetic resonance imaging techniques, we calculated the fractional anisotropy (FA) and mean diffusivity (MD), both employed for the first time for these purposes, to detect in vivo axonal and cellular density changes in the brain. Likewise, positron-emission tomography scans were performed to evaluate grafted DANs. Histological analyses identified grafted DANs, which were quantified stereologically. After grafting, animals showed signs of partially improved motor behavior in some of the HALLWAY motor tasks. Improvement in motor evaluations was inversely correlated with increases in bilateral FA. MD did not correlate with behavior but presented a negative correlation with FA. We also found higher 11C-DTBZ binding in positron-emission tomography scans associated with grafts. Higher DA levels measured by microdialysis after stimulation with a high-potassium solution or amphetamine were present in grafted animals after ten months, which has not been previously reported. Postmortem analysis of NHP brains showed that transplanted DANs survived in the putamen long-term, without developing tumors, in immunosuppressed animals. Although these results need to be confirmed with larger groups of NHPs, our molecular, behavioral, biochemical, and imaging findings support the integration and survival of human DANs in this pre-clinical PD model. © 2023 by the authors.",1,SD,excluded,Out of field
GNM_045_rep,ref_38,MicroRNA-124-3p-enriched small extracellular vesicles as a therapeutic approach for Parkinson's disease,Esteves M.; Abreu R.; Fernandes H.; Serra-Almeida C.; Martins P.A.T.; Barão M.; Cristóvão A.C.; Saraiva C.; Ferreira R.; Ferreira L.; Bernardino L.,Molecular Therapy,30,10,3176-3192,2022,10.1016/j.ymthe.2022.06.003,"Parkinson's disease is a neurodegenerative disease characterized by the loss of dopaminergic neurons in the substantia nigra with no effective cure available. MicroRNA-124 has been regarded as a promising therapeutic entity for Parkinson's disease due to its pro-neurogenic and neuroprotective roles. However, its efficient delivery to the brain remains challenging. Here, we used umbilical cord blood mononuclear cell-derived extracellular vesicles as a biological vehicle to deliver microRNA (miR)-124-3p and evaluate its therapeutic effects in a mouse model of Parkinson's disease. In vitro, miR-124-3p-loaded small extracellular vesicles induced neuronal differentiation in subventricular zone neural stem cell cultures and protected N27 dopaminergic cells against 6-hydroxydopamine-induced toxicity. In vivo, intracerebroventricularly administered small extracellular vesicles were detected in the subventricular zone lining the lateral ventricles and in the striatum and substantia nigra, the brain regions most affected by the disease. Most importantly, although miR-124-3p-loaded small extracellular vesicles did not increase the number of new neurons in the 6-hydroxydopamine-lesioned striatum, the formulation protected dopaminergic neurons in the substantia nigra and striatal fibers, which fully counteracted motor behavior symptoms. Our findings reveal a novel promising therapeutic application of small extracellular vesicles as delivery agents for miR-124-3p in the context of Parkinson's disease. © 2022 The Authors",1,SD,excluded,Out of field
GNM_046_rep,ref_39,Indocyanine Green-based Glow Nanoparticles Probe for Cancer Imaging,Chauhan N.; Cabrera M.; Chowdhury P.; Nagesh P.K.B.; Dhasmana A.; Pranav; Jaggi M.; Chauhan S.C.; Yallapu M.M.,Nanotheranostics,7,4,353-367,2023,10.7150/ntno.78405,"Indocyanine green (ICG) is one of the FDA-approved near infra-red fluorescent (NIRF) probes for cancer imaging and image-guided surgery in the clinical setting. However, the limitations of ICG include poor photostability, high concentration toxicity, short circulation time, and poor cancer cell specificity. To overcome these hurdles, we engineered a nanoconstruct composed of poly (vinyl pyrrolidone) (PVP)-indocyanine green that is cloaked self-assembled with tannic acid (termed as indocyanine green-based glow nanoparticles probe, ICG-Glow NPs) for the cancer cell/tissue-specific targeting. The self-assembled ICG-Glow NPs were confirmed by spherical nanoparticles formation (DLS and TEM) and spectral analyses. The NIRF imaging characteristic of ICG-Glow NPs was established by superior fluorescence counts on filter paper and chicken tissue. The ICG-Glow NPs exhibited excellent hemo and cellular compatibility with human red blood cells, kidney normal, pancreatic normal, and other cancer cell lines. An enhanced cancer-specific NIRF binding and imaging capability of ICG-Glow NPs was confirmed using different human cancer cell lines and human tumor tissues. Additionally, tumor-specific binding/accumulation of ICG-Glow NPs was confirmed in MDA-MB-231 xenograft mouse model. Collectively, these findings suggest that ICG-Glow NPs have great potential as a novel and safe NIRF imaging probe for cancer cell/tumor imaging. This can lead to a quicker cancer diagnosis facilitating precise disease detection and management. © The author(s).",1,SD,excluded,Out of field
